Deleted Feature,Description
h08_86,변화된 월(月) 6-5(h0308_86)
h08_87,해당여부 6-6(h0308_87)
h08_88,변화된 월(月) 6-6(h0308_88)
h08_89,해당여부 6-7(h0308_89)
h08_90,변화된 월(月) 6-7(h0308_90)
h08_91,가구원번호 7(h0308_91)
h08_92,해당여부 7-1(h0308_92)
h08_93,변화된 월(月)  7-1(h0308_93)
h08_94,해당여부 7-2(h0308_94)
h08_95,변화된 월(月) 7-2(h0308_95)
h08_96,해당여부 7-3(h0308_96)
h08_97,변화된 월(月) 7-3(h0308_97)
h08_98,해당여부 7-4(h0308_98)
h08_99,변화된 월(月) 7-4(h0308_99)
h08_100,해당여부 7-5(h0308_100)
h08_101,변화된 월(月) 7-5(h0308_101)
h08_102,해당여부 7-6(h0308_102)
h08_103,변화된 월(月) 7-6(h0308_103)
h08_104,해당여부 7-7(h0308_104)
h08_105,변화된 월(月) 7-7(h0308_105)
h08_112,부업활동자 수 합계(h0308_112)
h08_113,가구원번호1(h0308_113)
h08_114,연간총급여액1(h0308_114)
h08_115,가구원번호2(h0308_115)
h08_116,연간총급여액2(h0308_116)
h08_117,가구원번호3(h0308_117)
h08_118,연간총급여액3(h0308_118)
h08_119,가구원번호4(h0308_119)
h08_120,연간총급여액4(h0308_120)
h08_3AQ1,가구원번호5(h0308_3aq1)
h08_3AQ2,연간총급여액5(h0308_3aq2)
h08_121,가구원번호1(h0308_121)
h08_122,연간총급여액1(h0308_122)
h08_123,가구원번호2(h0308_123)
h08_124,연간총급여액2(h0308_124)
h08_125,가구원번호3(h0308_125)
h08_126,연간총급여액3(h0308_126)
h08_127,가구원번호4(h0308_127)
h08_128,연간총급여액4(h0308_128)
h08_129,가구원번호5(h0308_129)
h08_130,연간총급여액5(h0308_130)
h08_147,가구원번호1(h0308_147)
h08_148,연간순소득1(h0308_148)
h08_149,가구원번호2(h0308_149)
h08_150,연간순소득2(h0308_150)
h08_151,가구원번호3(h0308_151)
h08_152,연간순소득3(h0308_152)
h08_153,가구원번호4(h0308_153)
h08_154,연간순소득4(h0308_154)
h08_aq1,가구원번호1(h0308_aq1)
h08_aq2,연간 전입소득(h0308_aq2)
h08_aq3,가구원번호2(h0308_aq3)
h08_aq4,연간 전입소득(h0308_aq4)
h08_aq5,가구원번호3(h0308_aq5)
h08_aq6,연간 전입소득(h0308_aq6)
h08_aq7,가구원번호4(h0308_aq7)
h08_aq8,연간 전입소득(h0308_aq8)
h08_171,가구원번호1(h0308_171)
h08_172,부업소득1(h0308_172)
h08_173,가구원번호2(h0308_173)
h08_174,부업소득2(h0308_174)
h08_175,가구원번호3(h0308_175)
h08_176,부업소득3(h0308_176)
h08_177,가구원번호4(h0308_177)
h08_178,부업소득4(h0308_178)
h14_40,단기보호 서비스 경험여부(차)(h0314_40)
h14_41,단기보호 서비스 서비스제공기관(차)(h0314_41)
h14_42,단기보호 서비스 이용 만족도(차)(h0314_42)
h15_16,장애아 특별프로그램 경험여부(라)(h0315_16)
h15_17,장애아 특별프로그램 서비스 제공기관(라)(h0315_17)
h15_18,장애아 특별프로그램 만족도(라)(h0315_18)
h16_16,공공시설 내 사업권 경험여부(라)(h0316_16)
h16_17,공공시설 내 사업권 서비스제공기관(라)(h0316_17)
h16_18,공공시설 내 사업권 만족도(라)(h0316_18)
h16_28,가사지원서비스 경험여부(사)(h0316_28)
h16_29,가사지원서비스 서비스제공기관(사)(h0316_29)
h16_30,가사지원서비스 만족도(사)(h0316_30)
h16_44,직업재활시설 경험여부(카)(h0316_44)
h16_45,직업재활시설 서비스제공기관(카)(h0316_45)
h16_46,직업재활시설 만족도(카)(h0316_46)
h16_48,취업지원서비스 경험여부(타)(h0316_48)
h16_49,취업지원서비스 서비스제공기관(타)(h0316_49)
h16_50,취업지원서비스 만족도(타)(h0316_50)
h16_52,사회복귀훈련 경험여부(파)(h0316_52)
h16_53,사회복귀훈련 서비스제공기관(파)(h0316_53)
h16_54,사회복귀훈련 만족도(파)(h0316_54)
g49,2006년 12월 31일 당시의 직장(사업)과 비교할 때 변동여부(g49)
p05_4,음주때문에 일을 하지 못한 횟수(p0305_4)
h06_7,지불하는 월세액(h0206_7)
h08_aq31,가구원이 아닌 부모나 자녀로부터 받은 보조금(현금 및 현물)(h0208_aq31)
h11_1,돈이 없어 본인이나 가족이 끼니를 거른경험(h0211_1)
p02_41,구직 세일즈-경험여부(p0202_41)
p02_42,구직 세일즈-참여기간-개월(p0202_42)
p02_43,구직 세일즈-만족도(p0202_43)
p05_1,1년간 평균 흡연량(p0205_1)
h_eco5,가구용:경제활동상태-고용형태
h_soc2,가구용:사회보험-가입대상
h_soc3,가구용:사회보험-국민연금 보험료 납부여부
h_soc4,가구용:사회보험-국민연금 보험료 내지 않는 이유
h_soc5,가구용:사회보험-보험료미납기간
h_soc6,가구용:사회보험-미납이유
h_soc7,가구용:사회보험-미가입이유
h05_8,건강보험의 보험료에 합당한 보장정도(h0105_8)
h05_9,의료기관 진료 및 지료 서비스의 만족도(h0105_9)
h06_16,거주지역 생활환경(나)(h0106_16)
h06_17,거주지역 생활환경(다)(h0106_17)
h06_18,거주지역 생활환경(라)(h0106_18)
h06_19,거주지역 생활환경(마)(h0106_19)
h06_20,거주지역 생활환경(바)(h0106_20)
h06_26,영구임대주택 필요성정도(h0106_26)
h06_29,공공(국민)임대주택 필요성정도(h0106_29)
h06_32,전세자금(융자)지원 필요성정도(h0106_32)
h06_35,저소득층 월세지원 필요성정도(h0106_35)
h06_38,주택구입자금(융자)지원 필요성정도(h0106_38)
h07_1,식료품비 지출금액(h0107_1)
h07_2,보건의료비 지출금액(h0107_2)
h07_3,부족했던 보건의료비(h0107_3)
h07_6,동거가구원 현금생활비(A)(h0107_6)
h07_7,비동거가구원 현금생활비(A)(h0107_7)
h07_8,지원받는 현물의 현금환산액(C)(h0107_8)
h07_10,부모나 자녀에게 제공한 보조금(h0107_10)
h08_131,고용주 및 자영자인 가구원번호1(h0108_131)
h08_132,고용주 및 자영자 - 연간총매출액1(h0108_132)
h08_133,고용주 및 자영자인 가구원번호2(h0108_133)
h08_134,고용주 및 자영자 - 연간총매출액2(h0108_134)
h08_135,고용주 및 자영자인 가구원번호3(h0108_135)
h08_136,고용주 및 자영자 - 연간총매출액3(h0108_136)
h08_137,고용주 및 자영자인 가구원번호4(h0108_137)
h08_138,고용주 및 자영자 - 연간총매출액4(h0108_138)
h08_139,고용주 및 자영자인 가구원번호1(h0108_139)
h08_140,고용주 및 자영자 - 연간총비용1 (h0108_140)
h08_141,고용주 및 자영자인 가구원번호2 (h0108_141)
h08_142,고용주 및 자영자 - 연간총비용2 (h0108_142)
h08_143,고용주 및 자영자인 가구원번호3(h0108_143)
h08_144,고용주 및 자영자 - 연간총비용3(h0108_144)
h08_145,고용주 및 자영자인 가구원번호4(h0108_145)
h08_146,고용주 및 자영자 - 연간총비용4(h0108_146)
h08_179,"이자, 배당금(h0108_179)"
h08_180,임대료(h0108_180)
h08_181,기타(h0108_181)
h08_182,재산소득-합계액(h0108_182)
h08_183,국민연금급여(h0108_183)
h08_184,공무원.군인.교원연금(h0108_184)
h08_185,고용보험(h0108_185)
h08_186,건강보험(h0108_186)
h08_187,산재보험(h0108_187)
h08_188,보훈연금(h0108_188)
h08_189,사회보험-합계액(h0108_189)
h08_190,개인연금(h0108_190)
h08_191,기타 민간보험(h0108_191)
h08_192,민간보험-합계액(h0108_192)
h08_193,민간보조금(현금)
h08_194,민간보조금(현물)
h08_196,장애수당.장애아동부양수당(h0108_196)
h08_197,경로연금(h0108_197)
h08_198,노인교통비(h0108_198)
h08_199,모.부자가정수당(h0108_199)
h08_200,가정위탁금(h0108_200)
h08_201,영유아보육료(h0108_201)
h08_202,학비지원(h0108_202)
h08_203,국가유공자 보조금(h0108_203)
h08_204,농어업 정부보조금(h0108_204)
h08_205,기타 보조금(h0108_205)
h08_206,합계액(h0108_206)
h08_207,퇴직금(h0108_207)
h08_208,연금일시금(h0108_208)
h08_209,증여.상속(h0108_209)
h08_210,경조금(h0108_210)
h08_211,보상금(h0108_211)
h08_212,사고보험금(h0108_212)
h08_213,기타 소득(h0108_213)
h08_214,기타소득-합계액(h0108_214)
h09_1,금융기관대출(h0109_1)
h09_2,일반사채(h0109_2)
h09_3,카드빚(h0109_3)
h09_4,전세보증금(받은돈)(h0109_4)
h09_5,"외상, 미리탄 계돈(h0109_5)"
h09_6,기타부채(h0109_6)
h09_7,총부채금액(h0109_7)
h09_8,지출한 이자액(h0109_8)
h10_1,주택(h0110_1)
h10_2,주택외 건물(h0110_2)
h10_3,토지(h0110_3)
h10_4,거주주택 외 소유 부동산-합계액(h0110_4)
h10_5,전세보증금 준 것(h0110_5)
h10_6,기타(권리금 등)(h0110_6)
h10_7,거주 주택 외 점유 부동산-합계액(h0110_7)
h10_8,예금(h0110_8)
h10_9,적금(h0110_9)
h10_10,주식.채권(h0110_10)
h10_11,계(타기 전)(h0110_11)
h10_12,기타(사채 등)(h0110_12)
h10_13,금융재산-합계액(h0110_13)
h10_14,동력탈곡기(h0110_14)
h10_15,경운기(h0110_15)
h10_16,콤바인(h0110_16)
h10_17,트랙터(h0110_17)
h10_18,기타 농기계(h0110_18)
h10_19,농기계-합계액(h0110_19)
h10_20,소(h0110_20)
h10_21,돼지(h0110_21)
h10_22,닭(h0110_22)
h10_23,재고농산물(h0110_23)
h10_24,기타 농축산물(h0110_24)
h10_25,농축산물-합계액(h0110_25)
h10_28,"동산, 부동산 가격(h0110_28)"
h12_8,첫번째_급여를 받은 기간(년)(h0112_8)
h12_20,2005년 이전 공공부조 수급 경험(h0112_20)
h12_21,2005년 이전 공공부조 수급 기간(h0112_21)
h12_22,기초생활보장 혜택 희망(h0112_22)
h14_1,노인생활(노인부양)의 어려움(1순위)(h0114_1)
h14_2,노인생활(노인부양)의 어려움(2순위)(h0114_2)
h14_3,경로연금 지원 필요성 정도(h0114_3)
h14_7,의료비 지원 필요성 정도(h0114_7)
h14_11,노인 무료 급식 지원 필요성 정도(h0114_11)
h14_15,물품지원 필요성 정도(h0114_15)
h14_19,가정봉사 서비스 필요성 정도(h0114_19)
h14_23,식사 배달 서비스 필요성 정도(h0114_23)
h14_27,방문 가정간호 혹은 간병 서비스 필요성 정도(h0114_27)
h14_31,교통수단 지원 필요성 정도(h0114_31)
h14_35,주간보호 서비스 필요성 정도(h0114_35)
h14_39,단기보호 서비스 필요성 정도(h0114_39)
h15_1,아동 양육의 어려움(1순위)(h0115_1)
h15_2,아동 양육의 어려움(2순위)(h0115_2)
h15_3,어린이집 필요성 정도(h0115_3)
h15_7,보육료감면 필요성 정도(h0115_7)
h15_11,아동상담 필요성 정도(h0115_11)
h15_15,장애아 특별프로그램 필요성 정도(h0115_15)
h15_19,방과후 지도 필요성 정도(h0115_19)
h15_23,무료급식(동사무소등) 필요성 정도(h0115_23)
h15_24,무료급식(학교) 필요성 정도(h0115_24)
h15_28,학비지원 필요성 정도(h0115_28)
h15_32,예체능 교실 필요성 정도(h0115_32)
h15_36,문화활동 필요성 정도(h0115_36)
h15_58,사교육과 보육기관 이용실태(h0115_58)
h15_59,"사교육,보육기관을 이용하지 않고 있는 이유(h0115_59)"
h15_108,보육비로 인한 경제적부담정도(h0115_108)
h16_1,장애인 보호와 관련된 어려움(1순위)(h0116_1)
h16_2,장애인 보호와 관련된 어려움(2순위)(h0116_2)
h16_3,장애수당 필요성정도(h0116_3)
h16_7,장애아동부양수당 필요성정도(h0116_7)
h16_11,장애인 자립자금 대여 필요성정도(h0116_11)
h16_15,공공시설 내 사업권 필요성정도(h0116_15)
h16_19,재활보조기구 필요성정도(h0116_19)
h16_23,의료재활서비스 필요성정도(h0116_23)
h16_27,가사지원서비스 필요성정도(h0116_27)
h16_31,아동편의 서비스 필요성정도(h0116_31)
h16_35,주거시설 개선 필요성정도(h0116_35)
h16_39,가족상담 필요성정도(h0116_39)
h16_43,직업재활시설 필요성정도(h0116_43)
h16_47,취업지원서비스 필요성정도(h0116_47)
h16_51,사회복귀훈련 필요성정도(h0116_51)
h16_55,장애아동 보육비지원 필요성정도(h0116_55)
h16_59,장애아동교육비 지원 필요성정도(h0116_59)
h16_63,자동차관련지원 필요성정도(h0116_63)
h13_1,생계비 지원 필요성정도(h0113_1)
h13_5,의료비 지원 필요성정도(h0113_5)
h13_9,물품지원 필요성정도(h0113_9)
h13_13,가정봉사 서비스 필요성정도(h0113_13)
h13_17,식사배달서비스 필요성정도(h0113_17)
h13_21,주택관련 서비스 필요성정도(h0113_21)
h13_25,"직업훈련,취업상담,취업알선 필요성정도(h0113_25)"
h13_29,상담 필요성정도(h0113_29)
h13_33,약물상담 필요성정도(h0113_33)
h13_37,가정폭력상담 필요성정도(h0113_37)
h13_41,부모교육 필요성정도(h0113_41)
p01_26,개인연금 가입여부(p0101_26)
p05_30,배우자가 모욕적 이야기를 하였음(p0105_30)
p05_31,배우자가 악의적 이야기를 하였음(p0105_31)
p05_32,배우자가 나를 때리려고 위협(p0105_32)
p05_33,배우자가 나에게 물건을 던졌음(p0105_33)
p05_34,배우자가 나를 세게 밀쳤음(p0105_34)
p05_35,배우자가 손바닥으로 뺨을 때렸음(p0105_35)
p05_36,배우자가 나를 발로 차거나 주먹으로 때림(p0105_36)
p05_37,배우자가 물건으로 때림(p0105_37)
p05_38,배우자가 사정없이 마구 때림(p0105_38)
p05_39,배우자가 칼이나 흉기로 위협(p0105_39)
p05_40,"배우자가 어깨, 목을 꽉 움켜쥠(p0105_40)"
p05_41,내가 삐거나 멍이 들었음(p0105_41)
p05_42,내가 다쳐서 병원에 갔음(p0105_42)
p05_43,상대방에게 모욕적 이야기를 하였음(p0105_43)
p05_44,상대방에게 악의적 이야기를 하였음(p0105_44)
p05_45,상대방에게 나를 때리려고 위협(p0105_45)
p05_46,상대방에게 나에게 물건을 던졌음(p0105_46)
p05_47,상대방에게 나를 세게 밀쳤음(p0105_47)
p05_48,상대방에게 손바닥으로 뺨을 때림(p0105_48)
p05_49,상대방에게 나를 발로 차거나 주먹으로 때림(p0105_49)
p05_50,상대방에게 물건으로 때림(p0105_50)
p05_51,상대방에게 사정없이 마구 때림(p0105_51)
p05_52,상대방에게 칼이나 흉기로 위협(p0105_52)
p05_53,"상대방에게 어깨, 목을 꽉 움켜쥠(p0105_53)"
p05_54,내가 삐거나 멍이 들었음(p0105_54)
p05_55,내가 다쳐서 병원에 갔음(p0105_55)
c03_10,부모님이 외출하여 어두워질때까지 나혼자 집을 본일(c0103_10)
c03_11,더러운 옷을 입고 지내거나 잠을 잔일(c0103_11)
c03_12,내가 아파고 부모님이 그냥 내버려둔일(c0103_12)
release_date,데이터 공개 20230407
