Features_2022,Features_2021,Features_2020,Features_2019,Features_2018
0,0,0,문F1(학습경험여부)-(1).귀하께서 어렸을 때부터 지금까지 학습한 경험이 있는 외국어는 어떤 것입니까? - 4)기타,문F1(학습경험여부)-(1).귀하께서 어렸을 때부터 지금까지 학습한 경험이 있는 외국어는 어떤 것입니까? - 4)기타
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)16,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)16,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)16,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)16,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)16
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)17,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)17,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)17,0,0
0,0,0,0,DQ7.귀하의 현재 월평균소득(임금 또는 사업소득만 세후 기준으로)은 얼마나 되십니까?
0,0,0,문F1(외국어수준)-(2).귀하의 현재 외국어 수준은 어느 정도이십니까? - 1)영어,문F1(외국어수준)-(2).귀하의 현재 외국어 수준은 어느 정도이십니까? - 1)영어
0,0,0,문F1(외국어수준)-(2).귀하의 현재 외국어 수준은 어느 정도이십니까? - 2)중국어,문F1(외국어수준)-(2).귀하의 현재 외국어 수준은 어느 정도이십니까? - 2)중국어
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)18,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)18,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)18,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)18,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)18
0,0,0,문F1(외국어수준)-(2).귀하의 현재 외국어 수준은 어느 정도이십니까? - 3)일본어,문F1(외국어수준)-(2).귀하의 현재 외국어 수준은 어느 정도이십니까? - 3)일본어
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)19,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)19,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)19,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)19,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)19
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)20,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)20,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)20,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)20,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)20
0,0,0,문F2.지난 1년 간(2018년 7월 ~ 2019년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 1)영어,0
DQ9-2. 귀하의 현재 근로시간형태는 어떻게 되십니까?,DQ9-2. 귀하의 현재 근로시간형태는 어떻게 되십니까?,DQ9-2. 귀하의 현재 근로시간형태는 어떻게 되십니까?,DQ9-2. 귀하의 현재 근로시간형태는 어떻게 되십니까?,DQ9-2. 귀하의 현재 근로시간형태는 어떻게 되십니까?
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)21,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)21,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)21,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)21,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)21
0,0,0,문F2.지난 1년 간(2018년 7월 ~ 2019년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 2)중국어,0
DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준)
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)22,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)22,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)22,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)22,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)22
0,0,0,문F2.지난 1년 간(2018년 7월 ~ 2019년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 3)일본어,0
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)23,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)23,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)23,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)23,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)23
0,0,0,문F2.지난 1년 간(2018년 7월 ~ 2019년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 4)기타,0
연령별(1),연령별(1),연령별(1),연령별(1),연령별(1)
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)24,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)24,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)24,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)24,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)24
0,0,0,문F3.지난 1년 간(2018년 7월 ~ 2019년 6월) 얼마나 자주 인터넷을 활용하셨습니까? - 1)정보검색,0
학력별,학력별,학력별,학력별,학력별
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)25,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)25,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)25,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)25,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)25
0,0,0,문F3.지난 1년 간(2018년 7월 ~ 2019년 6월) 얼마나 자주 인터넷을 활용하셨습니까? - 2)온라인쇼핑,0
월 가구소득,월 가구소득,월 가구소득,월 가구소득,월 가구소득
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)26,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)26,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)26,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)26,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)26
0,0,0,문F3.지난 1년 간(2018년 7월 ~ 2019년 6월) 얼마나 자주 인터넷을 활용하셨습니까? - 3)은행업무,0
자녀유무 및 막내자녀 상태,자녀유무 및 막내자녀 상태,자녀유무 및 막내자녀 상태,자녀유무 및 막내자녀 상태,자녀유무 및 막내자녀 상태
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)27,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)27,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)27,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)27,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)27
0,0,0,문F3.지난 1년 간(2018년 7월 ~ 2019년 6월) 얼마나 자주 인터넷을 활용하셨습니까? - 4)이메일,0
부양가족 유무,부양가족 유무,부양가족 유무,부양가족 유무,부양가족 유무
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)28,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)28,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)28,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)28,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)28
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)29,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)29,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)29,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)29,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)29
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)31,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)31,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)31,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)31,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)31
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?
문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)1,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)1,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)1,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)1,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)1
문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)4,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)4,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)4,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)4,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)4
문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)5,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)5,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)5,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)5,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)5
문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)6,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)6,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)6,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)6,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)6
문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)7,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)7,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)7,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)7,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)7
문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)8,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)8,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)8,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)8,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)8
문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)9,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)9,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)9,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)9,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)9
문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)10,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)10,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)10,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)10,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)10
문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)11,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)11,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)11,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)11,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)11
문D1) 귀하께서는 작년에 평생교육 프로그램 관련 정보를 접한 적이 있습니까?,문D1) 귀하께서는 작년에 평생교육 프로그램 관련 정보를 접한 적이 있습니까?,문D1) 귀하께서는 작년에 평생교육 프로그램 관련 정보를 접한 적이 있습니까?,문D1) 귀하께서는 작년에 평생교육 프로그램 관련 정보를 접한 적이 있습니까?,문D1) 귀하께서는 작년에 평생교육 프로그램 관련 정보를 접한 적이 있습니까?
문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)1,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)1,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)1,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)1,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)1
문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)3,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)3,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)3,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)3,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)3
문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)4,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)4,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)4,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)4,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)4
문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)5,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)5,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)5,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)5,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)5
문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)6,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)6,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)6,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)6,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)6
문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)7,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)7,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)7,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)7,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)7
문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)8,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)8,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)8,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)8,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)8
문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)9,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)9,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)9,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)9,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)9
문D1-2) 얻은 정보를 바탕으로 해당 평생교육 프로그램에 참여 하셨습니까?,문D1-2) 얻은 정보를 바탕으로 해당 평생교육 프로그램에 참여 하셨습니까?,문D1-2) 얻은 정보를 바탕으로 해당 평생교육 프로그램에 참여 하셨습니까?,0,문D1-2) 얻은 정보를 바탕으로 해당 평생교육 프로그램에 참여 하셨습니까?
0,0,0,DQ1(학교급).귀하의 최종 학력은 어떻게 되십니까?(무응답포함),0
문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.
0,0,0,DQ1(상태구분).귀하의 최종 학력은 어떻게 되십니까?(무응답포함),0
문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.,문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.,문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.,문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.,문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.
문E1-3) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 혼자서 공부하는 것이 익숙하고 좋다.,문E1-3) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 혼자서 공부하는 것이 익숙하고 좋다.,문E1-3) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 혼자서 공부하는 것이 익숙하고 좋다.,문E1-3) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 혼자서 공부하는 것이 익숙하고 좋다.,문E1-3) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 혼자서 공부하는 것이 익숙하고 좋다.
문E1-4) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 다른 사람들과 함께 공부 하는 것이 좋다.,문E1-4) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 다른 사람들과 함께 공부 하는 것이 좋다.,문E1-4) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 다른 사람들과 함께 공부 하는 것이 좋다.,문E1-4) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 다른 사람들과 함께 공부 하는 것이 좋다.,문E1-4) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 다른 사람들과 함께 공부 하는 것이 좋다.
문F1-2) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__성공적인 직장생활을 위해서는 지식과 기술을 끊임없이 향상시켜야 한다.,문F1-2) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__성공적인 직장생활을 위해서는 지식과 기술을 끊임없이 향상시켜야 한다.,문F1-2) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__성공적인 직장생활을 위해서는 지식과 기술을 끊임없이 향상시켜야 한다.,문F1-2) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__성공적인 직장생활을 위해서는 지식과 기술을 끊임없이 향상시켜야 한다.,문F1-2) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__성공적인 직장생활을 위해서는 지식과 기술을 끊임없이 향상시켜야 한다.
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.
문F1-5) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__교육훈련은 보다 나은 일상생활을 영위하는 데 도움을 준다.,문F1-5) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__교육훈련은 보다 나은 일상생활을 영위하는 데 도움을 준다.,문F1-5) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__교육훈련은 보다 나은 일상생활을 영위하는 데 도움을 준다.,문F1-5) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__교육훈련은 보다 나은 일상생활을 영위하는 데 도움을 준다.,문F1-5) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__교육훈련은 보다 나은 일상생활을 영위하는 데 도움을 준다.
문F1-6) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__새로운 것을 배우는 것은 즐겁다.,문F1-6) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__새로운 것을 배우는 것은 즐겁다.,문F1-6) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__새로운 것을 배우는 것은 즐겁다.,문F1-6) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__새로운 것을 배우는 것은 즐겁다.,문F1-6) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__새로운 것을 배우는 것은 즐겁다.
문F1-7) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__학습을 통해 자신감을 얻는다.,문F1-7) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__학습을 통해 자신감을 얻는다.,문F1-7) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__학습을 통해 자신감을 얻는다.,문F1-7) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__학습을 통해 자신감을 얻는다.,문F1-7) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__학습을 통해 자신감을 얻는다.
