,source,target,weight
42687,dyads,trainees,1
42688,completed,qualcare,1
42689,assessment,scale,1
42690,including,program,1
42691,assessments,including,1
42692,assessments,standardized,1
42693,completed,scenarios,1
42694,completed,custom,1
42695,custom,designed,1
42696,designed,virtualreality,1
42697,platform,virtualreality,1
42698,platform,trainees,1
42699,able,trainees,1
42700,able,interact,1
42701,environment,interact,1
42702,environment,older,1
42703,adult,caregiver,1
42704,caregiver,case,1
42705,case,scenario,2
42706,scenario,thirtysix,1
42707,nurses,thirtysix,1
42708,medicaid,michigan,1
42709,medicaid,waiver,1
42710,sites,waiver,1
42711,participated,sites,1
42712,participated,training,1
42713,participant,program,1
42714,assessed,participant,1
42715,assessed,scenarios,1
42716,scenarios,yielding,1
42717,sample,yielding,1
42718,80,sample,1
42719,80,assessments,1
42720,analysis,assessments,1
42721,designed,team,1
42722,designed,standardized,1
42723,reflect,scenario,1
42724,qualcare,reflect,1
42725,scale,subscale,1
42726,score,subscale,1
42727,indicate,score,1
42728,indicate,reportable,1
42729,elder,reportable,2
42730,state,statute,1
42731,accordingly,statute,1
42732,accordingly,research,1
42733,research,teams,1
42734,qualcare,teams,1
42735,scale,scores,1
42736,scenario,scores,1
42737,gold,scenario,1
42738,criterion,standard,1
42739,clinical,criterion,1
42740,clinical,significance,1
42741,comparison,significance,1
42742,comparison,participants,1
42743,assessment,participants,1
42744,assessment,scores,1
42745,scores,sensitivity,1
42746,qualcare,subscales,1
42747,determined,subscales,1
42748,determined,overall,1
42749,overall,subscales,1
42750,high,subscales,1
42751,high,sensitivity,1
42752,0811,sensitivity,1
42753,0811,wide,1
42754,range,specificity,1
42755,01671000,specificity,1
42756,01671000,qualcare,1
42757,effective,scale,1
42758,home,tool,1
42759,suitable,tool,1
42760,feasible,suitable,1
42761,feasible,use,1
42762,practitioners,use,1
42763,practitioners,working,1
42764,home,working,1
42765,care,qualcare,1
42766,indicating,score,1
42767,clinically,indicating,1
42768,reportable,significant,1
42769,neglect,raised,1
42770,lowered,raised,1
42771,consistent,lowered,1
42772,consistent,state,1
42773,country,state,1
42774,country,statutes,1
42775,simply,statutes,1
42776,create,simply,1
42777,appropriate,create,1
42778,appropriate,care,1
42779,care,plans,1
42780,plans,support,1
42781,caregiving,support,1
42782,caregiving,findings,1
42783,findings,qualcare,1
42784,scale,support,1
42785,multidisciplinary,support,1
42786,planning,team,1
42787,evaluating,planning,1
42788,evaluating,preventative,1
42789,interventions,preventative,1
42790,factors,postdischarge,1
42791,adverse,postdischarge,1
42792,following,outcomes,1
42793,following,hospitalization,1
42794,hospitalization,older,1
42795,adults,diagnosed,1
42796,diagnosed,elder,1
42797,100,mistreatment,1
42798,100,medicare,1
42799,data,files,1
42800,files,study,1
42801,explored,primary,1
42802,elder,primary,1
42803,diagnosis,em,3
42804,em,type,1
42805,associated,type,1
42806,3year,associated,1
42807,3year,mortality,1
42808,1year,mortality,1
42809,1year,unplanned,1
42810,hospital,unplanned,1
42811,hospital,readmission,1
42812,older,readmission,1
42813,diagnosed,patients,4
42814,diagnosed,em,3
42815,em,hospital,1
42816,10012015,discharge,1
42817,10012015,12312018,1
42818,12312018,n,1
42819,11023,n,1
42820,11023,examined,1
42821,examined,outcome,1
42822,differences,outcome,1
42823,differences,older,1
42824,em,matched,1
42825,matched,nonem,2
42826,nonem,patient,2
42827,controls,patient,2
42828,controls,neglect,1
42829,common,em,1
42830,diagnosis,threeyear,1
42831,mortality,threeyear,1
42832,567,mortality,1
42833,567,oneyear,1
42834,oneyear,readmission,1
42835,rate,readmission,1
42836,538,rate,1
42837,538,compared,1
42838,compared,matched,1
42839,controls,older,1
42840,em,patients,2
42841,increased,patients,1
42842,mortality,readmission,2
42843,patients,readmission,1
42844,patients,secondary,1
42845,secondary,vs,1
42846,primary,vs,1
42847,diagnosis,discharged,1
42848,discharged,skilled,1
42849,facility,nursing,1
42850,acute,vs,1
42851,hospital,increased,1
42852,compared,readmission,1
42853,compared,em,1
42854,patients,types,1
42855,diagnosed,neglect,1
42856,following,mortality,1
42857,discharge,following,1
42858,comply,risk,1
42859,efficacy,risk,1
42860,efficacy,perceptions,1
42861,drive,perceptions,1
42862,compliance,drive,1
42863,compliance,mass,1
42864,marketing,mass,2
42865,marketing,scams,2
42866,mixmethod,scams,1
42867,design,mixmethod,1
42868,design,examined,1
42869,examined,participants,1
42870,participants,willingness,1
42871,respond,willingness,1
42872,mass,respond,1
42873,mms,scams,1
42874,experiment,mms,1
42875,1,examined,1
42876,age,effect,1
42877,age,young,1
42878,versus,young,1
42879,older,versus,1
42880,letter,older,1
42881,letter,style,1
42882,hot,style,1
42883,hot,versus,1
42884,cold,versus,1
42885,cold,intention,1
42886,intention,respond,3
42887,intention,responding,1
42888,negatively,responding,1
42889,p001,risk,1
42890,high,p001,1
42891,education,positively,1
42892,associated,perception,1
42893,benefits,perception,1
42894,b684,benefits,1
42895,b684,p001,1
42896,experiment,p001,1
42897,2,examined,1
42898,examined,reward,1
42899,reward,sensitivity,1
42900,intention,sensitivity,1
42901,manipulating,respond,1
42902,manipulating,reward,1
42903,amounts,reward,1
42904,amounts,low,1
42905,low,versus,1
42906,high,versus,1
42907,high,presence,1
42908,activation,presence,2
42909,activation,fee,2
42910,fee,presence,1
42911,decreased,fee,1
42912,decreased,intent,1
42913,contact,intent,1
42914,contact,percentages,1
42915,percentages,remained,1
42916,high,remained,1
42917,2575,high,1
42918,2575,analyses,1
42919,analyses,qualitative,1
42920,indicated,risk,1
42921,benefit,risk,1
42922,benefit,predicted,1
42923,perceived,predicted,1
42924,results,selfefficacy,1
42925,consumers,indicate,1
42926,beliefs,consumers,1
42927,ability,beliefs,1
42928,future,outcomes,1
42929,future,interactions,1
42930,affected,interactions,1
42931,affected,behaved,1
42932,behaved,provided,1
42933,mms,provided,1
42934,materials,mms,1
42935,latent,mistreatment,1
42936,analysis,polyvictimization,1
42937,framework,study,1
42938,seeks,study,1
42939,identify,seeks,1
42940,older,profiles,1
42941,family,mistreated,1
42942,data,members,1
42943,drawn,survey,1
42944,n,survey,2
42945,897,n,1
42946,897,prevalence,1
42947,mistreatment,rural,1
42948,india,rural,1
42949,187,involved,1
42950,187,communitydwelling,1
42951,61,aged,1
42952,61,years,1
42953,experiences,years,1
42954,mistreatment,year,1
42955,interview,prior,1
42956,interview,mistreatment,1
42957,assessed,mistreatment,1
42958,adapted,assessed,1
42959,adapted,version,1
42960,conflict,version,1
42961,latent,scale,1
42962,classify,conducted,1
42963,classify,older,1
42964,adults,empirically,1
42965,derived,empirically,1
42966,clusters,derived,1
42967,best,clusters,1
42968,best,fitting,1
42969,model,yielded,1
42970,distinct,yielded,1
42971,distinct,profiles,1
42972,multiple,profiles,1
42973,mistreatment,multiple,3
42974,frequency,high,1
42975,mistreatment,predominantly,2
42976,multiple,psychological,1
42977,neglect,predominantly,1
42978,clusters,neglect,1
42979,clusters,differed,1
42980,differed,terms,1
42981,individual,terms,1
42982,familial,perpetrator,1
42983,characteristics,findings,1
42984,heterogeneity,highlight,1
42985,elder,heterogeneity,1
42986,experiences,need,1
42987,need,specific,1
42988,address,needs,1
42989,mistreated,needs,1
42990,caregivers,neglected,1
42991,caregivers,vulnerabilities,1
42992,risks,vulnerabilities,1
42993,identified,risks,1
42994,adult,identified,1
42995,risk,sample,1
42996,risk,vulnerability,1
42997,framework,vulnerability,1
42998,framework,purpose,1
42999,characteristics,describe,1
43000,aps,substantiated,1
43001,neglect,substantiated,1
43002,caregivers,caregivers,1
43003,caregivers,interrelationships,1
43004,interrelationships,paper,1
43005,paper,uses,1
43006,qualitative,uses,1
43007,21,study,1
43008,21,aps,1
43009,case,record,1
43010,narratives,record,1
43011,narratives,template,1
43012,analysis,template,1
43013,related,withholding,1
43014,refusing,withholding,1
43015,medical,refusing,1
43016,care,common,1
43017,adults,multiple,1
43018,health,multiple,2
43019,conditions,geriatric,1
43020,geriatric,syndromes,1
43021,caregivers,syndromes,1
43022,caregivers,difficulties,1
43023,carrying,difficulties,1
43024,caregiving,carrying,1
43025,health,role,1
43026,issues,work,1
43027,responsibilities,work,1
43028,lack,responsibilities,1
43029,insight,lack,1
43030,insight,older,1
43031,needs,refusal,1
43032,access,refusal,1
43033,accept,access,1
43034,caregivers,predominant,1
43035,predominant,theme,1
43036,sample,theme,1
43037,size,small,1
43038,limited,small,1
43039,geographical,limited,1
43040,area,geographical,1
43041,area,nonrepresentative,1
43042,neglect,nonrepresentative,1
43043,extracted,written,1
43044,case,written,1
43045,case,narratives,1
43046,directly,narratives,1
43047,directly,older,1
43048,case,members,1
43049,records,varied,1
43050,case,varied,1
43051,detail,provided,1
43052,protect,provided,1
43053,aps,life,1
43054,aps,involvement,1
43055,cases,involvement,1
43056,needs,neglect,1
43057,needs,strategies,1
43058,people,strategies,1
43059,accept,people,1
43060,accept,help,1
43061,access,help,1
43062,address,services,1
43063,health,psychosocial,1
43064,problems,psychosocial,1
43065,older,problems,1
43066,indepth,information,1
43067,aps,information,1
43068,caregiver,involving,1
43069,add,neglect,1
43070,add,understanding,1
43071,points,problem,1
43072,areas,points,1
43073,areas,study,1
43074,margins,survivors,1
43075,invisibility,margins,1
43076,invisibility,violence,1
43077,exists,women,1
43078,exists,margins,1
43079,domestic,margins,1
43080,adequately,field,1
43081,adequately,capturing,1
43082,capturing,experiences,1
43083,intimate,survivors,1
43084,commentary,ipv,1
43085,commentary,explores,1
43086,explores,oversight,1
43087,identifying,oversight,1
43088,identifying,lack,1
43089,gender,lack,1
43090,analysis,gender,1
43091,exacerbates,field,1
43092,exacerbates,older,1
43093,invisibility,survivors,1
43094,invisibility,wider,1
43095,violence,wider,1
43096,vaw,women,1
43097,field,vaw,2
43098,lacks,lifespan,1
43099,approach,lifespan,1
43100,abuse,approach,1
43101,abuse,examining,1
43102,generational,impact,1
43103,aging,generational,1
43104,aging,factors,1
43105,experience,ipv,1
43106,assert,ipv,1
43107,assert,vaw,1
43108,field,overlooking,1
43109,overlooking,wider,1
43110,population,wider,1
43111,population,survivors,1
43112,previously,survivors,1
43113,previously,thought,1
43114,exploring,gender,1
43115,elder,gender,1
43116,perspective,professionals,1
43117,professionals,survey,1
43118,canadian,working,1
43119,canadian,provinces,1
43120,learn,provinces,1
43121,knowledge,learn,1
43122,genderbased,perspective,1
43123,perspective,total,1
43124,169,total,1
43125,169,professionals,1
43126,90,professionals,1
43127,90,women,1
43128,completed,women,1
43129,french,survey,1
43130,english,french,2
43131,english,topic,1
43132,areas,topic,1
43133,areas,emerged,1
43134,analysis,influence,1
43135,gender,influence,1
43136,gender,risk,1
43137,detected,knowledge,1
43138,capacity,gaps,1
43139,capacity,respond,1
43140,genderbased,respond,1
43141,awareness,resources,1
43142,gain,resources,1
43143,gain,insight,1
43144,insight,results,1
43145,conducted,results,1
43146,groups,total,1
43147,24,total,1
43148,24,professionals,1
43149,professionals,professionals,1
43150,held,professionals,1
43151,held,relatively,1
43152,little,recognition,1
43153,knowledge,recognition,1
43154,gender,knowledge,1
43155,gender,related,1
43156,develop,educational,1
43157,awareness,educational,1
43158,opportunities,raising,1
43159,opportunities,professionals,1
43160,abused,work,1
43161,adults,french,1
43162,english,identify,1
43163,respond,unique,1
43164,needs,unique,1
43165,childhood,history,1
43166,childhood,mistreatment,6
43167,consequences,covid19,1
43168,covid19,older,1
43169,adults,examine,1
43170,associations,childhood,3
43171,adults,changes,1
43172,changes,depressive,1
43173,covid19,symptoms,1
43174,pandemic,september,1
43175,2018june,september,1
43176,2018june,2020,1
43177,2020,communitybased,1
43178,adults,north,1
43179,florida,north,1
43180,florida,n581,1
43181,n581,ordinary,1
43182,leastsquares,ordinary,1
43183,leastsquares,regression,1
43184,childhood,mistreatments,2
43185,depressive,mistreatments,2
43186,june,symptoms,1
43187,2020,june,1
43188,2020,controlling,1
43189,baseline,controlling,1
43190,baseline,symptoms,1
43191,demographic,symptoms,1
43192,additional,characteristics,1
43193,additional,models,1
43194,emotion,tested,1
43195,regulation,social,2
43196,attenuated,support,1
43197,associations,attenuated,1
43198,adults,exposed,1
43199,emotional,exposed,1
43200,childhood,neglect,1
43201,childhood,saw,1
43202,greater,saw,1
43203,greater,increase,1
43204,depressive,increase,1
43205,experience,symptoms,1
43206,childhood,reporting,1
43207,childhood,physical,1
43208,baseline,depressive,1
43209,increase,symptoms,1
43210,associations,pandemic,1
43211,associations,remained,1
43212,remained,stable,1
43213,controlling,stable,1
43214,controlling,emotion,1
43215,coping,support,1
43216,coping,resources,1
43217,resources,thought,1
43218,contribute,linkages,1
43219,childhood,linkages,1
43220,adulthood,health,1
43221,adulthood,childhood,1
43222,inform,psychological,1
43223,consequences,major,1
43224,major,stressors,1
43225,later,stressors,1
43226,interventions,life,1
43227,children,interventions,1
43228,children,experiencing,1
43229,important,longterm,1
43230,longterm,psychological,1
43231,outcomes,responses,1
43232,major,responses,1
43233,major,stressful,1
43234,events,stressful,1
43235,events,identifying,1
43236,histories,people,1
43237,clinicians,help,1
43238,clinicians,gauge,1
43239,gauge,patients,1
43240,decline,psychological,1
43241,decline,times,1
43242,covid19,times,1
43243,pandemic,tailor,1
43244,psychological,tailor,1
43245,europe,maltreatment,1
43246,europe,united,1
43247,states,transnational,1
43248,analysis,transnational,1
43249,analysis,prevalence,1
43250,rates,regional,1
43251,factors,regional,1
43252,factors,investigated,1
43253,association,investigated,1
43254,em,residential,1
43255,residential,setting,1
43256,rural,setting,1
43257,rural,suburban,1
43258,suburban,urban,1
43259,settings,urban,1
43260,northern,settings,2
43261,northern,southern,1
43262,cities,southern,1
43263,cities,europe,1
43264,data,europe,1
43265,7225,data,1
43266,7225,participants,1
43267,european,participants,1
43268,crosssectional,european,1
43269,estimate,studies,1
43270,estimate,rates,1
43271,em,rates,2
43272,domains,em,1
43273,domains,settings,1
43274,logisticlinear,settings,1
43275,logisticlinear,models,1
43276,included,models,1
43277,demographic,setting,1
43278,tested,variables,1
43279,prespecified,tested,1
43280,contrasts,prespecified,1
43281,contrasts,settings,1
43282,europe,northern,2
43283,europe,similar,1
43284,rate,similar,1
43285,financial,rate,1
43286,exploitation,mediterranean,1
43287,higher,mediterranean,1
43288,maltreatment,mediterranean,1
43289,mediterranean,similar,1
43290,northern,similar,1
43291,europe,higher,1
43292,differs,em,1
43293,differs,settings,1
43294,europe,settings,1
43295,europe,need,1
43296,need,rigorous,1
43297,research,rigorous,1
43298,effects,examine,1
43299,effects,residential,1
43300,environment,settings,1
43301,em,environment,1
43302,em,reduce,1
43303,forensic,lens,1
43304,bringing,lens,1
43305,bringing,elder,1
43306,focus,neglect,1
43307,emergency,focus,1
43308,department,present,1
43309,2,present,1
43310,2,case,1
43311,brought,patients,1
43312,brought,emergency,1
43313,ed,severely,1
43314,debilitated,severely,1
43315,debilitated,states,1
43316,presented,states,1
43317,presented,severe,1
43318,malnutrition,severe,1
43319,contractures,malnutrition,1
43320,contractures,decubitus,1
43321,nonverbal,ulcers,1
43322,histories,nonverbal,1
43323,dementia,histories,1
43324,dementia,endstage,1
43325,disease,endstage,1
43326,disease,primary,1
43327,children,uncooperative,1
43328,adult,uncooperative,1
43329,disregarded,services,1
43330,disregarded,treatment,1
43331,recommendations,treatment,1
43332,elders,recommendations,1
43333,elders,signs,1
43334,signs,suspicious,1
43335,neglect,suspicious,1
43336,comprehensive,neglect,1
43337,comprehensive,review,1
43338,revealed,review,1
43339,layers,revealed,1
43340,complexity,layers,1
43341,complexity,use,1
43342,cases,use,1
43343,cases,illustrate,2
43344,approach,illustrate,1
43345,approach,assessment,1
43346,assessment,possible,1
43347,elder,possible,1
43348,intervene,settings,1
43349,ensure,intervene,1
43350,ensure,patient,1
43351,begin,safety,1
43352,begin,discussion,1
43353,differences,discussion,1
43354,differences,willful,1
43355,unintentional,willful,1
43356,unintentional,unsubstantiated,1
43357,neglect,unsubstantiated,1
43358,caregiver,describe,1
43359,describe,suspect,1
43360,neglect,suspect,1
43361,evaluating,neglect,1
43362,elder,evaluating,1
43363,elder,interviewing,1
43364,caregiver,interviewing,1
43365,caregiver,responders,1
43366,assessing,responders,1
43367,assessing,caregivers,1
43368,ability,caregivers,1
43369,ability,meet,1
43370,needs,possible,1
43371,obtaining,possible,1
43372,medical,obtaining,1
43373,history,information,1
43374,home,information,1
43375,cases,environment,1
43376,illustrate,importance,1
43377,careful,importance,1
43378,careful,documentation,1
43379,cases,documentation,1
43380,assist,neglect,1
43381,assist,investigative,1
43382,agencies,investigative,1
43383,agencies,reduce,1
43384,harm,improve,1
43385,home,violations,1
43386,international,violations,1
43387,domestic,international,1
43388,domestic,human,1
43389,rights,standards,1
43390,present,standards,1
43391,present,review,1
43392,international,review,1
43393,covenants,international,1
43394,conventions,covenants,1
43395,conventions,domestic,1
43396,domestic,laws,1
43397,designed,regulations,1
43398,nursing,protect,1
43399,residents,united,2
43400,government,studies,1
43401,government,reports,1
43402,news,reports,2
43403,extensive,found,1
43404,evidence,extensive,1
43405,evidence,widespread,1
43406,systematic,widespread,1
43407,needs,states,1
43408,needs,urgent,1
43409,government,urgent,1
43410,action,protect,1
43411,residents,rights,1
43412,decisional,interview,2
43413,abilities,ida,2
43414,ida,tool,1
43415,abused,capacity,1
43416,interview,present,1
43417,ida,semistructured,1
43418,semistructured,tool,1
43419,tool,use,1
43420,adult,use,1
43421,comprehensive,workers,1
43422,assessments,comprehensive,1
43423,assessments,clients,1
43424,clients,ida,1
43425,created,ida,1
43426,created,response,1
43427,federal,response,1
43428,federal,mandate,1
43429,mandate,standardize,1
43430,procedures,standardize,1
43431,competencies,procedures,1
43432,aps,competencies,1
43433,agencies,aps,1
43434,agencies,view,1
43435,improving,view,1
43436,client,improving,1
43437,assessments,client,1
43438,assessments,facilitating,1
43439,crossjurisdictional,facilitating,1
43440,crossjurisdictional,research,1
43441,adult,research,1
43442,mistreatment,proximal,1
43443,aim,proximal,1
43444,aim,ida,1
43445,guide,ida,1
43446,guide,workers,1
43447,gathering,workers,1
43448,gathering,information,1
43449,ability,information,1
43450,ability,suspected,1
43451,decisions,mistreatment,1
43452,decisions,risks,1
43453,face,risks,1
43454,financial,fragility,7
43455,fragility,scam,1
43456,scam,susceptibility,3
43457,community,susceptibility,1
43458,adults,tested,1
43459,hypothesis,tested,1
43460,financial,hypothesis,1
43461,associated,fragility,1
43462,older,susceptibility,1
43463,data,dementia,1
43464,came,nearly,1
43465,900,nearly,1
43466,900,communitydwelling,1
43467,communitydwelling,participants,1
43468,ongoing,participants,1
43469,cohort,ongoing,1
43470,aging,financial,1
43471,determined,fragility,1
43472,assessing,determined,1
43473,assessing,individuals,1
43474,ability,individuals,1
43475,ability,access,1
43476,2000,access,1
43477,2000,month,1
43478,month,unexpected,1
43479,expense,unexpected,1
43480,expense,scam,1
43481,assessed,susceptibility,1
43482,5item,assessed,1
43483,5item,instrument,1
43484,instrument,measures,1
43485,measures,perceptions,1
43486,behaviors,perceptions,1
43487,behaviors,predispose,1
43488,older,predispose,1
43489,average,scams,1
43490,average,participants,1
43491,82,participants,1
43492,82,years,1
43493,age,nearly,1
43494,10,nearly,1
43495,financial,reported,1
43496,fragility,higher,1
43497,blacks,higher,1
43498,blacks,fewer,1
43499,fewer,years,1
43500,education,years,1
43501,cognition,lower,1
43502,literacy,lower,1
43503,literacy,poorer,1
43504,financial,poorer,1
43505,decisionmaking,regression,1
43506,financially,revealed,1
43507,financially,fragile,1
43508,fragile,older,1
43509,adults,susceptible,1
43510,data,scams,1
43511,suggest,targeted,1
43512,efforts,targeted,1
43513,efforts,reduce,1
43514,financial,reduce,1
43515,fragility,improve,1
43516,improve,literacy,1
43517,cognitive,literacy,1
43518,diverse,exploitation,1
43519,diverse,populations,1
43520,reporting,trends,2
43521,long,neglect,1
43522,data,ombudsmen,1
43523,national,ombudsman,2
43524,ombudsman,reporting,2
43525,2006,system,1
43526,2006,2013,3
43527,2013,utilized,1
43528,national,utilized,1
43529,nors,system,1
43530,describe,nors,1
43531,describe,national,1
43532,national,trends,1
43533,facilities,long,1
43534,ltco,ombudsmen,1
43535,2006,ltco,1
43536,2013,investigated,1
43537,complaints,investigated,1
43538,complaints,facility,1
43539,facility,staff,1
43540,following,residents,1
43541,codes,following,1
43542,codes,physical,1
43543,abuse,verbalmental,2
43544,exploitation,gross,1
43545,gross,neglect,1
43546,neglect,resident,1
43547,resident,resident,1
43548,abuse,nationally,1
43549,ltco,nationally,1
43550,ltco,received,1
43551,annual,received,1
43552,annual,average,1
43553,11749,average,1
43554,11749,abuse,1
43555,abuse,neglectrelated,1
43556,complaints,neglectrelated,1
43557,complaints,nursing,1
43558,2006,homes,1
43559,2013,complaints,1
43560,complaints,trended,1
43561,significantly,trended,1
43562,75,significantly,1
43563,56,75,1
43564,56,reports,1
43565,1000,reports,1
43566,1000,beds,1
43567,beds,p,1
43568,001,physical,1
43569,abuse,nonresident,1
43570,frequently,nonresident,1
43571,frequently,reported,1
43572,reported,representing,1
43573,average,representing,1
43574,28,average,1
43575,28,total,1
43576,abuseneglect,total,1
43577,abuseneglect,complaints,1
43578,complaints,improved,1
43579,declines,reasons,1
43580,declines,reporting,1
43581,increased,reporting,1
43582,increased,training,2
43583,training,types,1
43584,expansion,neglect,1
43585,expansion,nors,1
43586,database,nors,1
43587,allow,database,1
43588,allow,comprehensive,1
43589,analysis,needed,1
43590,approaches,methodological,1
43591,analyses,approaches,1
43592,application,measures,1
43593,application,latent,1
43594,latent,variable,2
43595,measurement,variable,1
43596,modeling,wcraps,1
43597,elder,wcraps,1
43598,abuse,screens,1
43599,exist,screens,1
43600,exist,measure,1
43601,measure,risk,3
43602,risk,target,1
43603,longterm,target,1
43604,longterm,support,1
43605,aims,services,1
43606,properties,weinberg,1
43607,comparing,wcraps,1
43608,approaches,comparing,1
43609,approaches,modeling,1
43610,modeling,selfreported,1
43611,risk,selfreported,1
43612,abuse,relation,1
43613,relation,reported,1
43614,contacts,services,1
43615,contacts,sample,1
43616,7035,n,1
43617,7035,admissions,1
43618,admissions,managed,1
43619,longterm,managed,1
43620,79,care,1
43621,79,shortterm,1
43622,rehabilitation,shortterm,1
43623,20,rehabilitation,1
43624,20,primarily,1
43625,66,primarily,1
43626,66,female,1
43627,female,mean,1
43628,776,age,1
43629,776,sd,1
43630,910,sd,1
43631,7,910,1
43632,7,african,1
43633,american,latino,1
43634,12,latino,1
43635,12,asian,1
43636,asian,latent,1
43637,models,variable,1
43638,examine,measurement,1
43639,measurement,properties,1
43640,indicators,properties,1
43641,good,risk,1
43642,fit,stable,1
43643,stable,subscale,1
43644,measurement,subscale,1
43645,measurement,models,1
43646,models,observed,1
43647,analyses,observed,1
43648,080,reliability,1
43649,080,methods,1
43650,concurrent,methods,1
43651,concurrent,criterion,2
43652,estimates,expected,1
43653,evidence,expected,1
43654,evidence,supported,1
43655,reliability,supported,1
43656,concurrent,reliability,1
43657,risk,validity,1
43658,abuse,subscales,1
43659,ethnically,subscales,1
43660,cohort,diverse,1
43661,emotional,vulnerability,2
43662,culturally,people,2
43663,diverse,linguistically,2
43664,communities,diverse,1
43665,australia,communities,1
43666,australia,literature,1
43667,acknowledges,literature,1
43668,cald,diverse,1
43669,cald,communities,1
43670,communities,particularly,1
43671,particularly,susceptible,1
43672,financial,susceptible,1
43673,dearth,members,1
43674,explores,research,1
43675,explores,nature,1
43676,cald,nature,1
43677,cald,older,1
43678,peoples,vulnerability,1
43679,form,vulnerability,1
43680,examines,unique,1
43681,dynamics,unique,1
43682,dynamics,shaping,1
43683,form,shaping,1
43684,abuse,demonstrates,1
43685,demonstrates,emotional,1
43686,dependence,vulnerability,1
43687,dependence,exacerbated,1
43688,cultural,exacerbated,1
43689,cultural,linguistic,1
43690,disconnection,linguistic,1
43691,disconnection,place,1
43692,abuse,perception,1
43693,knowledge,perception,1
43694,knowledge,phenomenon,1
43695,healthcare,phenomenon,1
43696,italian,workers,1
43697,hospitals,italian,1
43698,ageing,hospitals,1
43699,number,population,1
43700,elderly,number,1
43701,grow,hospital,1
43702,hospital,personnel,1
43703,personnel,play,1
43704,identifying,mistreatment,1
43705,establish,study,1
43706,establish,level,1
43707,awareness,level,2
43708,awareness,perception,2
43709,understand,workers,1
43710,able,understand,1
43711,able,recognize,1
43712,properly,recognize,1
43713,properly,report,1
43714,identify,physical,1
43715,abuse,signs,1
43716,41question,neglect,1
43717,41question,survey,1
43718,administered,healthcare,1
43719,internal,working,1
43720,internal,medicine,1
43721,geriatric,wards,1
43722,different,university,1
43723,hospitals,university,1
43724,hospitals,southern,1
43725,italy,southern,1
43726,italy,representative,1
43727,italian,representative,1
43728,health,italian,1
43729,public,system,1
43730,collection,resulted,1
43731,98,resulted,1
43732,98,questionnaires,1
43733,majority,questionnaires,1
43734,majority,neglect,1
43735,neglect,represents,1
43736,represents,type,1
43737,40,abuse,1
43738,40,physicians,1
43739,37,physicians,1
43740,37,nurses,1
43741,considered,nurses,1
43742,concept,considered,1
43743,concept,false,1
43744,false,professionals,1
43745,professionals,recognized,1
43746,elder,recognized,1
43747,4694,rights,1
43748,4694,sure,1
43749,existence,sure,1
43750,existence,standard,1
43751,procedures,standard,1
43752,abuse,procedures,1
43753,abuse,reportingtreatment,1
43754,nurses,reportingtreatment,1
43755,assistants,declared,1
43756,declared,suspected,1
43757,suspected,witnessed,2
43758,physicians,stated,1
43759,stated,suspectedwitnessed,1
43760,abuse,suspectedwitnessed,1
43761,career,times,1
43762,career,suspected,1
43763,cases,witnessed,1
43764,cases,healthcare,1
43765,action,personnel,1
43766,action,reported,2
43767,public,reported,1
43768,authorities,public,1
43769,agencies,service,3
43770,agencies,level,1
43771,poor,professionals,1
43772,especially,poor,1
43773,especially,reporting,1
43774,procedures,strong,1
43775,need,strong,1
43776,education,need,1
43777,specific,training,1
43778,abuse,victimrelated,1
43779,risk,victimrelated,2
43780,covid19,factors,1
43781,china,pandemic,1
43782,accelerated,china,1
43783,accelerated,aging,1
43784,elder,population,1
43785,covid19,problem,1
43786,covid19,large,1
43787,impact,large,1
43788,economic,impact,1
43789,development,economic,1
43790,development,lifestyle,1
43791,china,lifestyle,1
43792,affected,china,1
43793,affected,elder,1
43794,china,covid19,1
43795,identify,pandemic,1
43796,changes,identify,1
43797,changes,risk,1
43798,covid19,designed,1
43799,crosssectional,designed,1
43800,hunan,study,1
43801,hunan,province,2
43802,facetoface,province,1
43803,facetoface,questionnaire,1
43804,65years,people,1
43805,age,ensure,1
43806,consistency,ensure,1
43807,consistency,measurement,1
43808,measurement,standards,1
43809,elder,standards,1
43810,chinese,survey,1
43811,chinese,womens,1
43812,social,womens,1
43813,according,status,1
43814,according,related,1
43815,research,selected,1
43816,10,selected,1
43817,10,victimrelated,1
43818,independent,variables,3
43819,logistic,variables,1
43820,established,model,1
43821,analyze,established,1
43822,independent,relationship,1
43823,kinds,variables,1
43824,abuse,kinds,1
43825,abuse,collected,1
43826,10362,collected,1
43827,10362,samples,1
43828,hunan,samples,1
43829,covid19,province,1
43830,pandemic,prevalence,1
43831,2010,higher,1
43832,2010,income,1
43833,income,significant,1
43834,impact,significant,1
43835,impact,types,1
43836,abuse,lower,1
43837,greater,income,1
43838,age,woman,1
43839,lower,woman,1
43840,ability,cognitive,1
43841,ability,cohabiting,1
43842,cohabiting,spouse,1
43843,increased,spouse,1
43844,increased,possibility,1
43845,abuse,possibility,1
43846,abuse,greater,1
43847,greater,number,1
43848,children,number,1
43849,children,greater,1
43850,greater,risks,1
43851,physical,risks,1
43852,neglect,seniors,1
43853,higher,seniors,1
43854,frequently,levels,1
43855,frequently,participated,1
43856,participated,social,1
43857,activities,religious,1
43858,beliefs,religious,1
43859,beliefs,likely,1
43860,abuse,suffer,1
43861,covid19,epidemic,1
43862,epidemic,prevalence,1
43863,china,increased,1
43864,increased,related,1
43865,economic,related,1
43866,economic,instability,1
