"작성자","평점","좋아요","댓글수","리뷰"
"귤규리","4.0","0","0","집이라는 한정된 공간에서 방문하는 이들과
문과 창문, 겉옷과 실내복만으로 외부의 이야기들과 실내의 이야기가 자연스레 이어진다. 
거실, 침실, 부엌, 현관문 등 반복되며 나오는 장소에 각각의 의미가 있게 느껴졌다.
병은 나 자신 뿐만 아니라 주위마저 무너뜨린다. 
특히 노년의 병은 그 시선마저 괴롭다."
"Ahctaw","4.0","0","0","천천히 한 방울씩 똑똑 떨어지더니 마음속에 가득 고여있을 영화"
"김준오","5.0","0","0","노부부의 사랑이다. 아아 아름답다. 마지막 장면도 정말 좋았다. 예술 그 자체다."
"유승준","3.0","0","1","상징이 많아서 이해가 좀 어려웠어요.."
"BIUTIFUL 142","4.5","0","0","2018.04.06."
"김창윤","4.5","0","0","사랑에 관한 나의 이해는 꽤 오랜 시간 동안 이 영화에 대한 지시들로 가득할 것이다."
"한재현","4.5","0","1","18년 12월 21일 00:18"
"버터챌","4.5","0","0","저 나이가 된다면, 내 남편이 저렇게 된다면 나는 할아버지처럼 할 수 있을까?"
"승쨩","4.0","0","0","인간의 죽음과 애정을 무덤덤하게 그려냄"
"이종혁","4.5","0","0","2018.11.27"
"나다","4.5","0","0","잘 죽고 싶다"
"숩니","4.5","0","0","가장 사랑하는 이를 내 손으로 떠나보낼 수밖에 없는 그 마음을 감히 짐작도 못 하겠다."
"박세용","5.0","0","0","나보다 당신의 죽음이 두려워질 때"
"Lee  Minjeong","5.0","0","0","메마른 사랑이 담긴 손길로 
따뜻했던 사랑을 조이는 순간.
아득해지는 건 그의 마음이었으리라"
"Sungwoo Yoon","3.5","0","0","정말 사랑한다면 이해할 수 있을 거라고"
"이수진","3.5","0","0","노년과 죽음에 관한 이야기는
지금 시대 가장 무서운 공포물 같다"
"김소현","4.0","0","0","일단 사람의 감각이 하나씩 마비되는 과정을 정말 잘 연기하신 여자배우에게 찬사를보낸다
비둘기,문에 관해 아무것도 모르고 봤지만 프랑스영화만의 그 먹먹하고 정적인 결과마저도 나타내주었다.
사실 간병하면서 사람이 너무 힘들것을알기에 사랑보다는 지쳤음이 더 느껴졌다 하지만 과연 누가 뭐라할수있겠는가"
"연우","5.0","0","0","아름다움을 사랑하는 것이 아름다움이면, 아름답지 않은 것을 사랑하는 것도 아름다움의 표현"
"소니","5.0","0","0","조르주: 나는 그런 어떤 이미지인데?
안느: 가끔은 지독하지 하지만 엄청 착해
안느가 반신불수가 되어 집에 돌아오고 조르주는 안느에게 해주지 않았었던 자기의 예전 얘기들을 들려준다.몇십년이 넘은 결혼 생활에도 시시콜콜하고도 사소한 얘기를 나눌 때 가장 행복해 보이는 두 사람이었고, 오프닝으로 이미 그 둘의 결말을 알았기에 눈물을 흘릴 수밖에 없었다."
"SML","4.5","0","0","모든 사람이 피해갈 수 없는 현실."
"지평선","4.5","0","0","이 무거운 영화가 자꾸만 생각나고 점차 그의 사랑에 동의하게 되더라"
"WooHyen Son","4.5","0","0","잔잔하고 고요한 불행."
"Alice Hong","3.5","0","0","아름답고 아련한"
"강건모","3.5","0","0","'피아니스트'의 감독 미카엘 하네케의 작품이다.
'노트북', '어웨이 프롬 허'와 같이 노인 부부의 삶을 그린 영화지만 미카엘 하네케 답게 이 영화가 가장 무겁다.
노인을 다룬 영화지만 결코 노인에게는 권할 수 없는 영화."
"Wisdom","4.5","0","0","죽음과 사랑을 같이 생각하게 만들었다
마음이 스르륵 차오른다
눈물이 터질듯 터질듯 하다가 
이럴게 아니라는 생각도 들다가..."
"심나리","5.0","0","0","사랑의 현실적인 결말에 대해"
"Jiwoni200","3.5","0","0","담담한 사랑"
"댕장","4.0","0","0","아무르파티"
"섭웨","0.5","0","0","중간까지"
"콯콛","4.0","0","0","외투를 입고 별이 가득한 그 세상으로"
"김굥굥","4.5","0","0","내 얘기가 어쩌면 영화일 수도, 영화가 어쩌면 내 얘기일 수도"
"기원","4.0","0","0","2018.4.23"
"코스믹라떼","4.0","0","0","영원히 함께"
"최검둥","5.0","0","0","사랑 슬픔 인내 선택
이 모든 사랑..."
"찐","4.0","0","0","뻐꾸기 둥지 위로 날아간 비둘기."
"민준","4.5","0","0","사랑하는 우리 할아버지 모습이 오버랩되어 보는내내 가슴이 먹먹했던.."
"태나라","5.0","0","0","최고의 사랑영화. 표현에 서툴었던 당시 남자친구와 이수역 아트나인에서 조조로 보았던 영화. 우리는 관객 중 제일 어렸다. 영화가 클라이막스에 달했을 때 나는 그가 우는 것을 사귀면서 처음으로 보았다. 둘의 관계에서 항상 웃고 우는 것은 내 몫이었기에 나는 우는 그의 옆모습을 물끄러미 바라보았다. 끝나고 내가 짱 비싸고 엄청 맛있는 스시를 사줬던 기억. 울었으니 맛있는 것 먹고 기운내라구. 나는 이 영화를 보고 우는 가슴을 가진 사람과 함께 할 수 있어서 정말 감사했다."
"전민수","5.0","0","0","유에서 무로 회귀하는 과정에서 필연적으로 모든 것을 차례로 앗아가는, 자연의 섭리에 대한 대응 방식의 딜레마를 경계선의 기로 위에서 깊고 고결한 시선으로 통찰한다. 자연의 굴레를 벗어나고 싶어하는 비둘기를 억지로 잡아 둬야 하는가, 아니면 자유를 찾아 날아가게 풀어 줘야 하는가."
"권효상","4.5","0","0","늙고 병드는건 어찌할수 없는 인간의 가장 큰 비극"
"쿠쿠다쿠","5.0","0","0","사랑은 아름다워야만하는가"
"서미선","4.5","0","0","영화 속 세대차이 점점.."
"한도희","4.5","0","0","눈물짜내는 영화가 아니라 슬픈 영화였다.
노부부의 삶을 진짜 현실적으로 그려낸 듯
보는 내내 별거 아닌 장면에서도 눈물나서 혼났네💧"
"박동성","4.5","0","0","죽음을 살아내는 사랑의 위대함을 담담히 보여준다(4.7)."
"장우원","4.5","0","0","살아 있는 순간을 사랑하라, 나의 운명을 사랑하라 우리에게 언젠간 시련은 한마디 비둘기 처럼 찾아오니.. 죽은자는 말이 없는 법이다.죽는 순간까지도 나 죽어가는 것들을 사랑해야지."
"김성현","5.0","0","0","마지막 즈음 비둘기를 잡고 마치 아이를 품듯 안는 장면에서
나도 모르게 감정이 북받쳐 올랐다.
성치 않은 몸으로 잡아 안아만 보고 풀어준 비둘기는
무엇으로든 생명력을 느끼고 싶었던 마음일 조르주를 잘 보여준 듯 하다."
"김홍준","5.0","0","0","그래도 결국 좋은 사랑이었다."
"이시진","4.0","0","0","사랑하기 때문에, 사랑하기 때문에."
"금수링","3.5","0","0","공간과 침묵의 아래를 흐르는 감정들"
"오예찬","4.0","0","0","믿을 수 없을 만큼 사랑하고 그리워서."
"한동호","4.5","0","0","이 영화는 사랑에 관한 이야기가 아니다"
"조재석","4.5","0","0","예전에 할머니가 하셨던 말이 자꾸만 생각나게 하는 영화"
"고냥이","3.0","0","0","갑작스런 질병
사랑하기에 떠나 보내는 사랑
당연한걸 너무 담담하게 그린건 아닐까?"
"육진수","3.5","0","0","모르겠다 너무 뻔한내용에 지루했다 
슬픈내용인데 슬프지도않았고"
"나디에","4.5","0","0","슬퍼도 해야하는 슬픔..."
"까칠한그녀","5.0","0","0","나이듦 늙음 망각 죽음 이별 연민"
"장민호","4.0","0","0","100분 남짓 훔쳐보는 것만으로도 숭고하고 아리다."
"조영빈","4.5","0","0","두려운 것은 죽음 그 자체가 아닌 죽어가는 과정, 즉 노화."
"서정욱","5.0","0","0","사랑이라고 제목 붙일 수 있는 유일한 영화."
"뚜띠","4.5","0","0","깊은 삶 떠오른 죽음의 부표. 내가 본 것은... 먹먹함."
"정지훈","3.5","0","0","주름진 눈웃음도 여전히 아름다운 당신."
"오동재","4.5","0","0","난 삶의 무거움 앞에서 침묵할 수 밖에 없었고 그들의 사랑 앞에서 슬퍼할 수 밖에 없었다"
"이브","5.0","0","0","때로 아무 것도 더하지 않은 채 날 것 그대로를 보여주는 것이 더 많은 이야기를 할 때가 있다."
"Hyun","4.0","0","0","감히 존중할수 밖에 없다"
"레모네로루","3.5","0","0","있는그대로의 삶과 죽음을 표현. 늙는다는건 자연스러움. 함께 짊어지고 가야하는 병. 평생의 동반자. 안타까운 결말. 진정 그 선택이 최선이었나요?"
"신혜원","4.0","0","0","ㅠㅠ"
"이창희","4.0","0","0","언젠가는 나를 대표하는 이름이 될 말 '노인'"
"태성","5.0","0","0","텅 빈 집이 주는 섬뜩함 허무함."
"장지호","5.0","0","0","무섭다 너무너무 무섭고 서글프다"
"메타크리틱","4.5","0","0","초현실"
"도감독","4.0","0","0","고정된 카메라가 천천히 느리게 그들의 세월과 흔적이 남아있는 집 안의 공간들을 보여준다. 어쩌면 그들의 필연적인 죽음은 외출했다가 다시 집에 돌아와서 함께 시간을 보내는 영원한 사랑인 것 같다. 영화는 죽음과 사랑에 대한 깊은 탐구를 하면서도 미카엘 하네케 감독 답게 인간의 무관심과 소외감에 대해서도 큰 메세지를 준다. 오랜만에 나간 외출이 장례식장이고 주변 인물들이 건낸 말이나 방문 또한 의미없는 어쩌면 더 무서운 위로의 말들 뿐이었다. 개인적으로 하네케 감독의 영화들 중에서 대중성이 가장 떨어지지만 가장 강력한 메세지를 주는 영화이다."
"abc1230","5.0","0","0","중반부터 하염없이 눈물이 나왔다
영화가 끝나고 난 뒤에도 그 여운에 빠져 한참이나 아무것도 하지 못했다"
"차니","5.0","0","0","부부의 마지막 외출 후 닫힌 문이 왜 이리도 슬펐던 걸까! 우아한 침묵, 대사 없이 조용한 시퀀스들이 눈물 나게 좋다"
"김동찬","1.0","0","0","결국 <아무르>는 하나의 탈출기이다. 사랑은 없고 자유와 폭력은 비례한다는... 하네케라는 사람 참 별로다."
"Jun Kyung Joon","5.0","0","0","영화가 끝나기만을 바란 것은 관객 만이 아닐 것이다. 그도, 그녀도."
"이지현","4.5","0","0","죽일만큼 사랑해."
"ming","4.5","0","0","-
내가 뭐라고 누군가의 선택에 대해 논할 수 있겠어요."
"박동규","5.0","0","0","늙는다는것 죽음을 앞두고 있다는것 사랑하는 사람이 죽어간다는것을 본다는것이란"
"김민욱","4.5","0","0","제곧내"
"비비","4.0","0","0","죽음을 마주한 사랑"
"정윤모","4.5","0","0","사랑하는 사람의 늙음과 죽음을 직면할 수 있을까?"
"선운","4.0","0","0","책 '하루하루가 이별의 날', '메멘토모리', '어떻게 죽을것인가'와 함께보면 좋을것같다.
기억이 점점 사라지고있다는 것을 안다면 우리는 기억에 의존해 삶을 살아가는 인간이기에, 그 두려움은 이루말할수 없을것이다.
또한 나이가 들며 점점 생활에 있어서 제약이 많아짐을 깨닫는 과정도 아픈 일일것이다.
죽음이란 무엇일까? 왜 보통의 사람들은 죽음을 두려워할수밖에 없는가? 그저 우린 우리끼리 아등바등하며 사는 존재가 아닐까? 죽음의 세계에서는, 살아가는 우리가 우스워보이진 않을까?"
"지금의영화 그때의영화","5.0","0","0","영화가 우리의 삶과 어떻게 공명하는가"
"로지","3.5","0","0","처음부터 마지막 그 순간까지
그대를 사랑했습니다...."
"김민주","4.0","0","0","이기적이지만 정말 보기 싫었다."
"최민규","4.5","0","0","님아 그 창을 넘지마오"
"Jaeguk Jay Lee","4.0","0","0","나이를 먹어감에 감정이입도 되고..
서글프고..
현실을 너무 적나라하게 보여줘서 먹먹하다.."
"조영상","3.5","0","0","너무 먼 , 그러나 꼭 만날것 같은 이야기"
"본느","4.0","0","0","그의 선택이 차마 잘못된 것이라고 여겨지지가 않았다"
"Xn","4.0","0","0","담담함으로 표현한 사랑의 무게"
"옹자","4.5","0","0","가끔, 늙고 병든다는 것이 몸서리치게 무섭다. 이 영화는 너무나 현실적이다."
"Phil","4.5","0","0","‘사랑(amour[아무르]).’이 아니라 ‘사랑?’임이 확실하다."
"Kyle Kim","4.5","0","0","영화가 진행될수록 점점 좁아지는 그들이 공간. 절제된 표현이 더 강력하게 다가올수 있음을 제대로 보여준다."
"mlit","4.5","0","0","세월에 의해 식지않고,
오히려 무게감이 더해진
가늠 할 수 없는 사랑
　
나라면 감당 할 수 있을까."
"마카롱딸기맛","4.0","0","0","마지막을 준비하는 노부부의 모습에 영화를 잠시 멈추고 죽음이란 무엇인가. 나의 인생 마지막은 어떠한 마무리로 완성될 것인가에 대해 고민하게 만든 영화"
"신은일","4.0","0","0","차갑고, 슬프고, 고독하지만 아름답다"
"고현종","3.0","0","0","조력 자살이 필요한 이유
사랑은 위대하고
현실은 냉혹하고
인간은 나약하다"
"오제이","4.5","0","2","모든 일상은 은유가 된다.
나는 자꾸 마비되었다. 당신은 지켜보고, 지켜주었다.
마비된 환자를 간호하려면, 그만큼 더 많이 움직이고, 말해야 한다. 
그렇게 애쓰다 보면 어느새 자신에게까지 마비가 찾아온다. 그런 면에서 이 세상의 모든 간호인은 앓아가는 사람이다.
나의 질환은 자꾸만 옮겨 간다. 이상한 일이지, 나보다도 당신이 더 아파진다는 것이. 옮아가는 나의 병을, 당신의 병을 지켜보면서도 나는 점점 더 마비될 수밖에 없다는 것이, 정말로 이상한 일이지. 그 어떤 자격지심 때문인지 홀로 굳어가지를 못한다는 것이, 이상하고 이상하지.
아파하는 것은 죄를 짓는 일이다.
나의 죄로 당신마저 죄를 짓게 되었다.
모두 나의 탓이다. 죄스러움에 고개를 들 수 없다. 
한나절 만큼을 심한 통증에 시달렸다. 당연히 더 앓을 것이다.
애석하게도 이 모든 일이 실감이 나지 않는다.
애석하게도 이 모든 일은 사랑이라 불린다."
"duntaeng","4.5","0","0","잠시 영화를 멈추고 울게 만드는 몇 번의 순간들이 있었다. 영화지만 나와 그다지 멀지 않은 이야기."
"윤재영","5.0","0","0","내가 어찌 이 영화를 평가하리.."
"jin","3.0","0","0","어떻게 사느냐만큼 어떻게 죽느냐가 중요하다"
"유지원","5.0","0","0","노인.
사랑."
"YCLeo","3.0","0","0","누구나 늙기에, 늙어가는 인간의 Dignity를 생각하게 하는 영화이지만. 
유럽에서 나온 이 영화와 달리, 할머니가 치매를 겪는데 피 한방울 안 섞인 며느리만 고생시키고 나머지는 손놓는 이런 나라에서 이 영화를 온전히 우리것으로 받아드릴수 있나하는 생각이 더 많이 떠올랐다. 
돌아가신 할머니보단, 아무것도 하지 않던 할아버지보단, 며느리였던 내 어머니가 떠올랐단 얘기다."
"김민아","5.0","0","0","삶의 마지막 순간 돌아보는 사랑. 그 의미에 대하여.
깊고, 슬프고, 애잔하다."
"카리소케","4.0","0","0","나의 영혼이 깎여 나가는 고통, 사랑"
"구경환","4.5","0","0","뜨거운 안녕"
"Ashley","4.0","0","0","허하다
인생을 말로를 본 느낌
마주하고 싶지 않던 진실을 보게된 느낌
그냥 모른 채 살고 싶었는데"
"정수진","4.0","0","0","애인이 가장 좋아하는 영화.
인식하지 못했고 겪어보지 못했던 사람의 감정을 그대로 받아들인 것 같아서 한동안 멍했다. 다시금 떠올리면 눈물이 난다."
"만수","4.5","0","0","가감없는 현실감"
"김정우","4.5","0","0","불청객"
"쿠나쿠나","5.0","0","0","🙏"
"이진훈","4.5","0","0","남겨진 시간을 위하여.."
"ARAKO","4.0","0","0","-"
"vistavieyeeun","5.0","0","0","오직 그들만 알고 있는, 나는 상상도 못 할 크기의 감정들"
"그동안감사했습니다 왓챠는 이제안써요","4.5","0","0","나였다면, 너였다면
누구여도 마음아프지만 이해했겠지"
"hyewon hur","4.5","0","0","무시하지 못할, 그리고 간과해서는 안되는 사랑의 현실. 느리지만 강렬하게 남는다."
"시네마피아","4.0","0","0","엠마누엘 리바를 위한 헌사 - 양기자"
"장현정","5.0","0","0","마지막 앤딩 크레딧에 배경음악이 없이 잔잔하게 흘러가는 게 이렇게 가장 크게 슬픔을 터뜨리다니"
"안희준","4.0","0","0","어린아이에게서 어린아이에게로.
우리는 정녕 무엇을 잡은 적이 있던가."
"심바맘","4.5","0","0","30년 뒤에 꼭 꺼내봐야지"
"PlasticTree","3.0","0","0","생각할시간을주는 여백이 많아 좋다.. 가 너무많아서 지쳐버렸다 ."
"잉영","3.5","0","0","@시네큐브
w.다운"
"성예","5.0","0","0","사랑의 이면, 사랑 받음의 고통"
"뾱뾱","5.0","0","0","아, 인생이여.."
"Dong Hwan Han","4.0","0","0","깊은 슬픔..."
"Ilk","4.0","0","0","암전되면 죽음"
"강진화","4.5","0","0","사랑하지 못할 당신과 내가 원망스럽다"
"이영호","4.0","0","0","아무르는 사랑이란 뜻이다. 그의 선택도 결국 사랑의 한 방법일 것이다. 만약 나라면 어땠을까 자꾸 질문을 던진다."
"userkim","5.0","0","0","영화가 끝나고 터져나온 눈물을 주체할 수 없었던 영화."
"김치전도사","4.5","0","0","잔혹과 낭만이 엮어진 죽음의 건조함을 드러낸다"
"이영노","4.0","0","0","누군가에겐 스승이었고 누군가에겐 엄마였고 누군가에겐 아내였던 사람이 저물어가는 모습. 그걸 지켜봐야하는 그 사람들"
"빠른 거북이","3.5","0","0","기억을 잃는 것, 내가 기억을 잃고 있다는 사실조차 잊는 것. 그리고 남겨진 사람들"
"박인휘","4.5","0","0","김광석의 어느 60대 노부부 이야기가 생각나는.
안느의 공간에 따라 움직이는 감정선들이 인상적.
철저한 절제로 깊어지는 현실감."
"류이제","5.0","0","0","웃음과 눈물의 거리가 멀지 않듯 사랑과 폭력도 구분해 나누기 어려워요. 사랑은 명확히 사랑이고 폭력은 오롯이 폭력인지."
"최고운","5.0","0","0","만약 이 영화를 본 당신이 마음에 아무런 감동이 없다면 기계일 것이다."
"홍기봉","4.5","0","0","좋은 영화지만 나이가 들고 볼 자신이 없다
흘러가는 시간에 대해 솔직해진다는 것은 그만큼 어려운 일인지도 모른다"
"nidana_nosvemos","4.0","0","0","결단에는 용기와 책임이 필요한 듯.."
"젊은영혼","2.5","0","0","담담하다 답답하다 갑갑하다"
"요호호","4.0","0","0","내가 죽을 때는 안락사 선택이 가능했으면 한다."
"쓰응","4.5","0","0","그저 담담히 바라 보기만 해도 가슴이 찢어지는 삶의 귀결. 인생의 가장 낮고 어두운 구석에서 조용히 파동하는 죽음이라는 이름의 웅덩이"
"냐무냐무","4.0","0","0","아무것도 할 수가 없어"
"Telokin","4.0","0","0","죽음을 기다리는 자들의 먹먹한 슬픔"
"산딸기","4.5","0","0","가혹한 사랑의 대가"
"김멓","5.0","0","0","이상과 현실이 만났을 때"
"무궁","3.5","0","0","오늘 밤 당신 참 예쁘다고 말했던가?"
"김바다","5.0","0","0","사랑은 '모든' 것을 가능하게 한다. 그리고 그 모든 것은 아름다울 수 있다."
"edelweiss","4.5","0","0","느리게 침전하는 묵직한 슬픔."
"dottt95","4.0","0","0","머나먼 미래의 흐린 기억속에서 버젓이 기억날 것만 같은."
"정승혁","4.5","0","0","개성있는 롱테이크.
엔딩크레딧으로 이어지는 적막이란"
"나선희","5.0","0","0","현실과 이상사이의 공허함"
"이가현","3.5","0","0","Ce sont dommages mais beaux, l'amour et la vie."
"타인의 의견","4.0","0","0","시간은 왜 늙고 병드는 쪽으로 흐르는 걸까. 잔혹한 생."
"악어알","3.0","0","0","'살아간다'에서 '간다'에 방점이 찍힐 때."
"kyungwon","4.0","0","0","보지 않았으면 한 진실과 현실을
맞딱뜨린 기분"
"SANGSU KIM","3.5","0","1","두번 다시 보고 싶지 않다"
"신지영","4.0","0","0","슬퍼질 걸 알면서도 시작한 이 영화처럼 나의 일대도 퇴색되는 것만이 끝일 줄을 알지만 부단히 하루하루를 살아내고 있어
볼 때는 울지 않지만 떠올리며 논하려 하면 목소리보다 먼저 나온 눈물에 목이 메고 마는 조르쥬의 옛 영화가 이 영화를 꼭 닮았고, 그건 또 우리의 인생을 참 닮아서
에어지게 슬플지라도 안느와 조르쥬의 행복한 나날들을 지켜본 것이 너무 따스웠기에 후회는 없는 것이다"
"문병희","5.0","0","0","영화보고 나서는 감흥이 별로 없었는데
다른 사람들의 글들을 보고 느끼지 못했던 부분들이
한꺼번에 느껴졌다"
"박자","4.5","0","0","인간이 겪어야하는 네 가지 고통(생로병사)에다 사랑을 더하다"
"박지은","5.0","0","0","보고난 후 제목만으로 뭉클해지는 영화"
"Moon  Kwon","4.0","0","0","죽음은 경험할 수 없지만,
죽을 듯 한 아픔은 경험할 수 있다."
"kht0804","4.0","0","0","삶이 아름다운 햇살이라면 해도 언젠가 저물고, 우리는 어떻게 체온을 이어 나가나."
"김이룬","3.5","0","0","내 노년에 대해서 다시 생각하게 만드는 영화. 영화가 조용하고 단순한 행동들로 만들어져서 많은 생각을 하게했다. 나는 비혼 비출산을 항상 다짐했었다. 그런데 남편도 아이도 없는 내 노년을 어떻게 보내야 할지 걱정이 된다. 무섭다 죽음이"
"최재석","3.0","0","0","할머니의 발작에 할아버지는 옛이야기를 들려주며 능숙하고 성숙하게 대처한다. 이젠 괜찮아졌구나라는 생각이 드는 순간, 할아버지는 할머니를 살해한다. 할아버지는 언제 무너져내린 것일까. 언제부터 할머니를 죽이겠다는 생각을 품었을까."
"Tere","4.0","0","2","(예전에 보았고 다시 보고 싶어서 봄)

시간이 흘러 다시 보니 아예 달리 보인다."
"Rosie and lovers","4.0","0","0","고요함 속에서 더 강렬히 드러나는 사랑과 비극적 현실의 모순이 세상을 흑백으로 만들어 버리는 듯 했다. 어둡고 탁한 세상에서 우린 얼마나 버틸수 있을까. 우리에게 주어진 시간은 육체가 낡아가는 속도에 비하면 겨우겨우 버텨야 할 정도이고, 사랑을 나누기엔 너무나도 짧다."
"김강희","4.0","0","0","26살인 내가 이 감정을 이해하는 건 말도 안된다. 일종의 평가거부
""영화가 부여한 보호자로서의 우위를 거부하고, 동등한 지위의 연인이 되어 카메라 밖 세계로 나가버린다. 사랑의 관념을 선언하고 무대를 치워버리는 태도가 한편으론 과하게 미학적인 영화"" - cinephile"
"엄지이","4.0","0","0","다른 로맨스 영화가 사랑의 시작과 중간을 보여준다면, 이 영화는 끝이었다
마음 아파하고 눈물을 닦는 와중에도 나라면 어땠을까 생각하게 만든 작품"
"한국진","4.5","0","0","10년뒤에, 20년뒤에 보면 더욱 더 깊이 감상할 수 있을 영화. 깊이 이해하기에는 조금은 어린 내 나이가 아쉽지만 그럼에도 불구하고 지금 나에게 와 닿는 것만도 충분히 진중하고 엄숙하다."
"깨굴","4.5","0","0","서로를 원망할 수 없는 선택이기에"
"최재우하하하","평점 없음","0","0","쌓인 사랑의 시간 속에서,
혼자 남겨지기 전의 두려움.
그리고 혼자 남겨졌을 때의 외로움."
"빠리택시운전사","4.0","0","0","죽음이 사랑에게..."
"DWC","3.5","0","0","숭고한 희생이 사랑으로 귀결될 수 있는가? 에 대한 대답."
"김영수","3.5","0","0","늙은 몸에 깃든 오래된 사랑만큼은 병들지 않도록."
"영화를 몰라요","3.0","0","0","안느는 죽어야 한다. 영화는 한번도 안느가 죽지말아야할 이유를 숙고하지 않는다."
"마리코는9살","4.0","0","0","갑자기 왔다가 갑작기 간다.
그 사이가 정말 길다."
"이재윤","5.0","0","0","최곱니다. 지인들 다 한번 씩만 봤으면 좋겠다. 두번째는 같이보고 얘기 좀 하게."
"이동엽","4.0","0","0","노인의 사랑은 아름답다."
"끼룩","4.5","0","0","프레임 속에서 숨쉬고, 늙어가는 배우들
인생이 참으로 길고도 아름답다"
"Boxer Mulder","5.0","0","0","베토벤과 슈베르트, 집안과 세상, 닫힘과 열림, 괴물스러움과 착함, 별과 꽃, 침대와 거실, 늙음과 젊음, 과거와 현재, 고통과 기쁨, 죽음과 삶, 그리고 비둘기."
"샤월","4.0","0","0","사랑하는 사람를 위하여..."
"유정","4.0","0","0","좋은 영화지만 노인들에게는 결코 추천할 수 없는 영화. 왜냐하면 그들에게는 현실이기 때문에. 오히려 영화 속 이야기는 현실의 비참한 모습을 100% 반영하지 않고 있다는 것이 더욱 와닿지 않을까 싶다."
"yoba","5.0","0","0","사랑 그 씁쓸함에 대하여."
"kate","4.5","0","0","1. 불어 공부 해보고 싶게 만드는 영화. 이유는 모름. 
2. 프랑스의 예술계에 종사했던, 돈 걱정 없는, 서로를 사랑하는 노부부의 이야기. 즉, 내 삶과 아무런 접점이 없는 이야기. 하지만 결국 내 이야기가 될 이야기. 
3. 존엄사. 어떻게 죽을 것인가? 
4. 천천히 조용하게 흘러간다. 많은 생각을 하게 만드는 이야기라서 관객에게 생각할 시간을 주는걸까?
5. 결혼을 하게 된다면 꼭 나의 배우자와 함께 다시 보고싶은 영화"
"초코귤","5.0","0","0","고요하게 흐르는 지루함 그렇게 반드시 찾아오는 죽음"
"이지","5.0","0","0","제목과 두 남녀가 맞닿는다."
"이형철","4.5","0","0","이건 정말..."
"고로롱","4.5","0","0","죽음이 다가오는 시간을, 일상에 녹아드는 죽음을 찍은 영화."
"차차차르","4.5","0","0","잘 살고, 잘 죽고 싶다."
"이자룡","4.5","0","0","이걸 보면 보통의 영화가 왜 현실을 외면하는지 알게 될 것이다."
"김지연","5.0","0","0","그와 그녀의 공간에 느닷없이 들이닥친 침입자. 죽음이 그들에게 왔다. 죽음은 잔인하게도 서서히 그녀와 그, 그리고 그들의 공간을 무너지게 한다. 
오래되고 낡아갔던 그는 하루하루 힘겹게 지탱하다 결국 주저앉아 버린다. 그가 그만의 방식으로 원시적 충동인지, 숭고한 사랑인지 모를 결단을 내린다.
처음 비둘기가 집안에 날아 들었을 땐 거북해했다. 이후 다시금 날아든 비둘기를 그는 끝내 감싸 안았다. 마치 죽음의 소식을 받아 들이 듯.
그는 그녀가 누운 침실을 봉한다. 둘의 사적 공간을 타인이 침범할 수 없도록 선을 긋는 행위이자 소중한 그녀를 보내는 의식이었다. 온전한 사랑이었다.
두사람을 제외한 모든 이는 그저 손님이다. 딸도 제자도 간호사도 심지어 관객도. 기억과 이상을 담은 저장소에서 그들의 사랑과 죽음을 엿본 손님일 뿐이다.
그래서 나는 그의 결단을 감히 판단하지 않길 바랄 뿐이다.
영화는 정답이 아닌, 무게감있는 질문을 던진다."
"greenmon","3.0","0","0","어쩌면 <노트북>은 환상이었다. 꽃으로 장식해도 숨길 수 없는 죽음의 냄새, 지켜보는 것만으로도 이렇게나 고통스러운."
"Nathaniel Lee","2.5","0","0","1.2.17. 삶이 추악해져도, 사랑만은 변치않기를."
"우주진","4.5","0","0","이미 시작되어버린 삶과 그에 수반되는 필연적인 죽음과 이별. 역시 잔인하다. 힘들다. 나는 늙어갈 자신이 없다. 무섭고 무겁다. 물론 나는 내가 아직 이 영화를 완전히 이해할 정도로 성숙하지 못했음을 안다."
"Greach","4.0","0","0","그냥 끝까지 보지 말 걸 그랬다."
"김의현","3.5","0","0","믿을 수 없는 그 시작과 끝.
그리고 감히 이해하려는 시도조차 불가능케 하는."
"조제 프란체스카 그리고 췟","4.0","0","0","이런 게 사랑이구나... 그 선택을 할 수 밖에 없는 심정이 이해된다. 근데 몇년전에 본 영환데 왜 지금 생각해도 눈물이 날까..."
"bright817","4.0","0","0","멍 찡 충격"
"이민희","4.0","0","0","내가 생각했던 동화 속 아름다운 결말은 아니었지만
현실적이고 또 현실적인 영화"
"jongddee","4.0","0","0","저렇게 진실한 사랑을 보이는 남편이 아내하게 한 행동은 쉽게 납득이가지 않는다.
저게 현실일까? <그대를 사랑합니다>처럼 가스를 켜고 같이 죽는게 비현실인걸까?
나이가 드는게 무섭다. 늙고 병드는 것 때문이 아니라 다른 이유로..."
"죠니","4.0","0","0","아름다워… 인생. 인생 참 길다."
"시작과끝","보고싶어요","0","0","bbc"
"마승원","5.0","0","0","우아하게 또 우아하게"
"Vorasaki","3.5","0","0","사람이 이럴수도있는건가...싶은 느낌 다 끝나갈때 커다란 충격......"
"JYJ","2.5","0","0","내가 할 수 있는 건 그저 바라보는 것 뿐이었다. (그나저나...다리우스 콘지는 늘 잘 찍네.)"
"박강하","3.0","0","0","나의 죽음은 내가 선택할 수 있길"
