date,positive,negative,neutral,sentiment score,summary
2024-04-15,0,2,0,-1.0,"원/달러 환율이 중동 지정학적 리스크 고조에 15일 연고점을 재차 경신했다. 원/달러 환율이 이란의 이스라엘 본토 공습 등의 영향으로 15일 장 초반 1,380원대로 올라섰다."
2024-04-16,0,7,0,-1.0,"16일 외환시장에서 원/달러 환율이 장중 1400원을 넘어섰다. 16일 외환시장에서 원/달러 환율이 장중 1400원을 넘어섰다. 16일 외환시장에서 원/달러 환율이 장중 1400원을 넘어섰다. 16일 외환시장에서 원/달러 환율이 장중 1400원을 넘어섰다. 16일 외환시장에서 원/달러 환율이 장중 1400원을 넘어섰다. 16일 외환시장에서 원/달러 환율이 장중 1400원을 넘어섰다. 원/달러 환율이 16일 장중 1,400원까지 올랐다가 외환당국의 구두개입 이후 상승폭을 일부 반납하고 1,394원대에서 마감했다."
2024-04-17,2,1,0,0.3333333333333333,한국과 일본 재무장관이 최근 원화와 엔화 가치 급락에 대해 ‘조치를 취할 수 있다’는 입장을 공동으로 내놨다. 최근 달러 강세로 원화와 엔화 가치가 떨어지자 우리나라와 일본 재무장관이 처음으로 공동 구두 개입에 나섰는데요. 17일 원/달러 환율이 당국의 구두개입과 위안화 강세에 힘입어 하락 마감했다.
2024-04-18,1,0,1,0.5,"지난해 수출과 수입 결제 대금 가운데 달러화 비중이 줄어든 대신 유로화와 원화는 늘었다. 18일 원/달러 환율이 장 초반 1,380원 부근으로 하락했다."
2024-04-19,1,1,0,0.0,"원/달러 환율이 19일 이스라엘의 이란 공격 소식에 급등세를 탔다가 상승 폭을을 일부 반납하며 1,380원대로 마감했다. 19일 원/달러 환율이 사흘 만에 반등해 1,380원대에서 상승 출발했다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 17분 현재 전날보다 11.1원 오른 1,384.0원이다."
2024-04-21,0,2,0,-1.0,"지난 19일 서울 외환시장에서 원/달러 환율은 1,382.2원에 거래를 마쳤다. 최근 원/달러 환율이 단기 급등한 가운데 5대 은행 달러 예금 잔액이 이달 들어서만 2조원 넘게 줄어든 것으로 나타났으며 이는 환율이 심리적 마지노선인 1,350원 선을 넘어서자 환차익을 노린 투자자들이 대거 자금을 인출한 결과로 분석된다."
2024-04-22,2,0,0,1.0,"지난 22일 서울 외환시장에서 미국 달러화 대비 원화는 전거래일 대비 3.0원 내린 1,379.2원에 장을 마쳤다. 22일 원/달러 환율이 1,370원대에서 하락 출발했다."
2024-04-23,1,0,0,1.0,"지난 23일 서울 외환시장에서 미국 달러 대비 원화 환율은 전일보다 0.9원 하락한 1,378.3원이다."
2024-04-24,1,0,1,0.5,"미국 달러화 대비 원화 환율은 전일보다 9.1원 내린 1,369.2원에 장을 마쳤다. 유로클리어 연계 국채통합계좌에서 원화결제와 외환거래를 전담할 은행으로 도이치은행이 선정됐다."
2024-04-25,0,2,0,-1.0,"원/달러 환율이 1,370원대 중반으로 상승 마감했다. 원/달러 환율이 장 초반 1,370원대 중반으로 상승했다."
2024-04-26,2,0,0,1.0,"26일 원/달러 환율이 엔화 약세 심화에도 보합권에서 마감했다. 26일 서울 달러화 대비 원화 환율은 오전 9시 8분 현재 전일보다 0.2원 내린 1,374.8원이다."
2024-04-29,0,2,0,-1.0,원/달러 환율이 29일 장중 일본 엔화 가치 변동성이 확대된 영향을 받으며 소폭 상승한 채로 거래를 마쳤다. 원/달러 환율이 29일 장 초반 소폭 상승하고 있다.
2024-04-30,1,1,0,0.0,"서울 외환시장에서 미국 달러화 대비 원화 환율은 전날보다 5.0원 오른 1,382.0원에 거래를 마쳤다. 미국 달러화 대비 원화 환율은 30일 장 초반 소폭 하락하고 원/달러 환율은 30일 장 초반 소폭 하락하고 있다.서울서울서울서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시10분 현재 전날보다 1.2원 하락한 1,375.8원에 거래되고 있다.서울서울 외환시장에서 미국"
2024-05-01,0,1,0,-1.0,"한국무역협회에 따르면 지난달 29일을 기준으로 원/달러 환율은 올해 들어 5.9%, 엔/달러 환율은 12.4% 각각 올랐다."
2024-05-02,2,0,0,1.0,"2일 원/달러 환율이 엔화 가치 상승과 미국 연방공개시장위원회 회의 결과를 소화하며 1,370원대 중반으로 하락했다. 2일 원/달러 환율이 소폭 하락 출발한 서울 외환시장에서 오전 9시 13분 현재 달러 대비 원화 환율은 전 거래일보다 2.1원 내린 1,379.9원이다."
2024-05-03,2,0,0,1.0,원/달러 환율이 3일 미국 기준금리 인하에 대한 기대가 재차 높아지면서 큰 폭으로 하락했다. 3일 원/달러 환율은 장 초반 하락세다.
2024-05-06,0,1,0,-1.0,올해 들어 원/달러 환율이 크게 오르면서 북미 주식에 투자하는 펀드 중 환노출형 상품의 수익률이 환헤지형 대비 높았던 것으로 나타났다.
2024-05-07,2,0,0,1.0,7일 원/달러 환율이 하락했다. 7일 원/달러 환율은 장 초반 하락세다.
2024-05-08,0,2,0,-1.0,"미국 달러화 대비 원화 환율은 전일보다 1.4원 상승한 1,361.5원에 거래를 마쳤다. 8일 원/달러 환율은 장 초반 상승세다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 11분 현재 전일보다 1.4원 상승한 1,361.5원에 거래되고 있다."
2024-05-09,0,2,0,-1.0,9일 원/달러 환율이 상승했다. 9일 원/달러 환율은 장 초반 상승세다.
2024-05-13,0,2,0,-1.0,13일 서울 달러화 대비 원화 환율은 13일 미국 물가지표에 대한 경계심리 속에 소폭 상승 마감했다. 원/달러 환율은 13일 장 초반 소폭 상승했다.
2024-05-14,1,0,1,0.5,"14일 원/달러 환율은 미국 물가지표 발표를 대기하며 박스권에서 움직였다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율은 전날보다 0.9원 오른 1,369.1원에 마감했다. 14일 원/달러 환율은 장초반 소폭 하락세를 보이고 있는 미국 달러화 대비 원화 환율은 오전 9시 17분 현재 전일보다 0.1원 하락한 1,368.10원이다."
2024-05-16,2,0,0,1.0,"16일 원/달러 환율이 미국 물가 및 소비지표 둔화에 따라 전 거래일보다 15.3원 내린 1,353.8원에 개장해 오후 들어 낙폭을 더욱 키웠다. 16일 원/달러 환율이 미국 물가 및 소비지표 둔화에 따라 급락 출발했다."
2024-05-17,0,2,0,-1.0,17일 원/달러 환율이 미국 연방준비제도 인사들의 매파적 발언에 따른 위험선호 심리 둔화에 10원 가까이 상승했다. 17일 원/달러 환율이 위험선호 심리 둔화에 상승 출발했다.
2024-05-20,0,2,0,-1.0,"20일 원/달러 환율은 1,350원대 후반에서 상승 마감했다. 20일 원/달러 환율은 장초반 소폭 상승세를 보이고 있다."
2024-05-21,0,1,0,-1.0,"서울 외환시장에서 미국 달러 대비 원화 환율은 전날보다 7.4원 상승한 1,363.3원에 거래를 마쳤다."
2024-05-22,2,0,0,1.0,22일 원/달러 환율은 장중 박스권에서 등락했다. 원/달러 환율은 글로벌 달러 강세 영향으로 장초반 소폭 상승세다.
2024-05-23,1,0,0,1.0,"서울 외환시장에서 미국 달러 대비 원화 환율은 전날보다 0.5원 하락한 1,362.4원에 장을 마쳤다."
2024-05-24,0,1,0,-1.0,"24일 원/달러 환율은 장초반 상승세인 1,371.3원이다."
2024-05-27,2,0,0,1.0,"미국 달러화 대비 원화 환율은 전 거래일보다 5.7원 내린 1,363.8원으로 거래를 마쳤다. 원/달러 환율은 27일 장 초반 소폭 하락했다.서울서울 외환시장에서 미국 달러화 대비 원화 환율은 이날 오전 9시10분 현재 전 거래일보다 2.4원 내린 1,367.1원에 거래되고 있다."
2024-05-28,2,0,0,1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율은 전날보다 5.3원 내린 1,358.5원으로 거래를 마쳤다. 원/달러 환율은 28일 장 초반 하락세를 나타냈다."
2024-05-29,0,2,0,-1.0,"29일 원/달러 환율은 미국의 기준금리 인하 시점이 늦어질 수 있다는 전망에 1,360원 중반대로 상승했다. 원/달러 환율은 29일 미국의 기준금리 인하 시점이 늦어질 수 있다는 전망에 장 초반 상승세를 나타냈다."
2024-05-30,0,2,0,-1.0,원/달러 환율은 30일 글로벌 달러 강세와 위험 회피 심리 강화 등의 영향으로 크게 올랐다. 30일 미국 달러화 대비 원화 환율은 30일 미국 국채 금리 상승과 위험 회피 심리 강화 등의 영향으로 장 초반 상승세를 나타냈다.
2024-05-31,1,1,0,0.0,"원/달러 환율은 31일 역외 매수세 등의 영향으로 1,380원 중반대까지 상승했다. 원/달러 환율은 31일 장 초반 소폭 하락했다."
2024-06-01,0,0,1,0.0,"우리나라 금융 규모에 상응하는 금융산업의 국제 경쟁력 제고가 절실한 데다 외국자본의 국내투자, 국내 자본의 해외투자가 원활히 이루어져야 하는 지금 원화의 국제화는 더 이상 선택사항으로 보이지 않는다."
2024-06-03,1,0,0,1.0,8일 원 달러화 대비 원화 환율이 4거래일 만에 하락했다.
2024-06-04,2,0,0,1.0,4일 원/달러 환율이 소폭 하락했다. 4일 원 원/달러 환율은 장 초반 하락세를 보이고 있고 같은 시각 원/엔 재정환율은 100엔당 878.30원이다.
2024-06-05,2,0,0,1.0,5일 원/달러 환율이 사흘 연속 하락했다. 5일 원 원/달러 환율은 장 초반 소폭 하락세를 보이고 있다.
2024-06-07,2,0,0,1.0,7일 원/달러 환율이 하락했다. 7일 원/달러 환율은 유럽중앙은행의 기준금리 인하 등의 영향으로 장 초반 하락세다.
2024-06-10,0,2,0,-1.0,"10일 원 달러 대비 원화 환율은 전 거래일보다 10.7원 오른 1,376.0원에 거래를 마쳤다. 10일 원/달러 환율은 장초반 상승세로 1,380원대에서 움직이고 있다."
2024-06-11,0,2,0,-1.0,"11일 서울 달러 대비 원화 환율은 전일보다 2.4원 높아진 1,378.4원에 마감했다. 11일 서울 달러화 대비 원화 환율은 오전 9시 8분 현재 전 거래일보다 0.5원 오른 1,376.5원에 거래되고 있다."
2024-06-12,1,1,0,0.0,"서울 외환시장에서 미국 달러 대비 원화 환율은 전일보다 2.2원 내린 1,376.2원에 마감했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 3분 현재 전 거래일보다 0.4원 오른 1,378.8원에 거래되고 있다."
2024-06-13,2,0,0,1.0,"13일 원/달러 환율이 미국 물가 상승률 둔화에 하락 출발했으나 장중 낙폭을 줄여 1,370원대 중반에 거래를 마쳤다. 13일 원/달러 환율이 미국 물가 둔화에 힘입어 하락 출발했다."
2024-06-14,1,2,0,-0.3333333333333333,"14일 원/달러 환율이 일본 엔화 약세에 연동해 1,370원대 후반으로 상승 마감했다. 14일 원/달러 환율이 소폭 상승 출발했다. 지난달 원/달러 환율과 국제 유가 하락의 영향으로 수출 물가와 수입 물가가 나란히 다섯 달 만에 하락했다."
2024-06-17,0,3,0,-1.0,17일 서울 외환시장에서 미국 달러 대비 원화 환율은 전거래일보다 1원90전 상승한 1381원20전에 마감했다. 17일 원/달러 환율은 소폭 상승으로 장을 마쳤다. 17일 원/달러 환율은 장초반 상승세다.
2024-06-18,2,0,0,1.0,18일 원/달러 환율은 소폭 하락 마감했다. 18일 원/달러 환율은 장초반 하락세다.
2024-06-19,1,1,0,0.0,19일 원/달러 환율은 소폭 상승했다. 19일 원 원/달러 환율은 소폭 하락세로 출발했고 19일 원/달러 환율은 소폭 하락세로 출발했다.
2024-06-20,0,2,0,-1.0,20일 원/달러 환율이 상승해 약 2개월 만에 최고 수준으로 올랐다. 20일 원/달러 환율은 장초반 소폭 상승세인 원/달러 환율은 장초반 소폭 상승세다.
2024-06-21,0,2,0,-1.0,"21일 원/달러 환율은 1,400선에 바짝 다가섰다가 외환당국과 국민연금의 외환 스와프 증액 발표로 상승 폭을 줄여 1,390원선 아래에서 장을 마쳤다. 21일 원/달러 환율은 글로벌 달러화 강세로 1,390원선을 넘기며 출발했다가 외환당국과 국민연금의 외환스와프 증액 발표 이후 상승 폭을 줄이고 있다."
2024-06-24,0,2,0,-1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율은 전 거래일보다 0.7원 오른 1,389.0원으로 거래를 마쳤다. 원/달러 환율은 24일 장 초반 소폭 상승해 1,390원대로 다시 올라섰다."
2024-06-25,2,0,0,1.0,미국 달러화 대비 원화 환율은 25일 글로벌 달러 약세 등의 영향으로 소폭 하락했다. 미국 달러화 대비 원화 환율은 25일 장 초반 소폭 하락했다.
2024-06-26,0,2,0,-1.0,"26일 서울 서울 외환시장에서 미국 달러화 대비 원화 환율은 전날보다 1원20전 오른 1388원70원으로 거래를 마쳤다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 전날보다 1.2원 오른 1,388.7원으로 거래를 마쳤다."
2024-06-27,1,1,0,0.0,"원/달러 환율이 27일 장 초반 상승해 1,390원 선을 넘어섰으나 장중 하락세로 돌아서 1,380원 중반대로 거래를 마쳤다. 원/달러 환율이 27일 장 초반 상승해 1,390원 선을 웃돌았다."
2024-06-28,2,0,0,1.0,원/달러 환율이 상반기 마지막 거래일인 28일 큰 폭으로 하락했다. 미국 달러화 대비 원화 환율은 28일 장 초반 소폭 하락했다.
2024-07-01,0,2,0,-1.0,"미국 달러화 대비 원화 환율의 오후 3시 30분 기준 종가는 전거래일보다 2.6원 오른 1,379.3원을 기록했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 전 거래일보다 5.5원 오른 1,382.2원에 거래되고 있다."
2024-07-02,0,2,0,-1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율의 오후 3시 30분 기준 종가는 전일보다 8.9원 오른 1,388.2원을 기록했다. 2일 원/달러 환율은 장 초반 상승세다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 52분 현재 전장보다 6.3원 오른 1,385.6원에 거래되고 있다."
2024-07-03,1,1,0,0.0,"서울 외환시장에서 미국 달러화 대비 원화 환율의 오후 3시 30분 종가는 전일보다 2.4원 오른 1,390.6원을 기록했다. 3일 원/달러 환율은 장 초반 하락세다."
2024-07-04,1,0,0,1.0,"미국 달러화 대비 원화 환율의 오후 3시 30분 기준 종가는 1,380.4원으로, 전일보다 10.2원 내렸다."
2024-07-05,2,0,0,1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율의 오후 3시 30분 종가는 전일보다 0.1원 내린 1,380.3원을 기록했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시10분 현재 전날보다 2.7원 하락한 1,377.7원에 거래되고 있다."
2024-07-08,1,1,0,0.0,"원/달러 환율이 8일 상승해 1,380원대로 올라섰다. 8일 원/달러 환율이 지난 5일 발표된 미국 고용지표를 소화하며 하락 출발했다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 12분 현재 전 거래일보다 2.2원 내린 1,378.1원에 거래되고 있다."
2024-07-09,2,0,0,1.0,"9일 원/달러 환율이 1,380원대 초반에서 등락했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 10분 현재 전 거래일보다 0.5원 내린 1,382.8원에 거래되고 있다."
2024-07-10,0,2,0,-1.0,"10일 원/달러 환율이 1,380원대 중반으로 상승했다. 10일 원/달러 환율이 글로벌 강달러 영향으로 상승 출발했다."
2024-07-11,0,1,0,-1.0,"11일 원/달러 환율이 '매파적'으로 해석된 한국은행 금융통화위원회 결과에 따라 1,370원대로 내려왔다."
2024-07-12,2,0,0,1.0,"12일 원/달러 환율이 오전 하락분을 반납하고, 다시 1,370원대 후반까지 올랐다. 12일 원/달러 환율이 미국 소비자물가지수 둔화 소식에 하락했다."
2024-07-15,0,1,1,-0.5,"15일 원/달러 환율이 1,380원대로 올라섰다. 15일 원/달러 환율은 장초반 보합권이다."
2024-07-16,0,2,0,-1.0,16일 원/달러 환율은 주간거래에서 상승세를 보였다. 16일 원/달러 환율은 장초반 상승세다.
2024-07-17,1,0,0,1.0,17일 원/달러 환율은 주간거래에서 하락세를 나타냈다.
2024-07-18,1,1,1,0.0,18일 원/달러 환율은 주간거래에서 소폭 상승했다. 해외 여행 특화카드인 'NH트래블리체크카드'는 해외 결제·출금 시 원화 환산 절차 없이 현지 통화로 결제·출금된다. 18일 원/달러 환율은 장초반 하락세다.
2024-07-19,0,2,0,-1.0,19일 원/달러 환율은 주간거래에서 상승세를 보였다. 19일 원/달러 환율은 글로벌 달러 강세 영향으로 장초반 상승세다.
2024-07-22,0,2,0,-1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율의 오후 3시30분 종가는 전 거래일보다 1.5원 오른 1,388.2원을 기록했다. 원/달러 환율은 22일 장 초반 소폭 상승하고 있다."
2024-07-23,2,0,0,1.0,원/달러 환율은 23일 위험선호 심리 강화에 하락했다. 원/달러 환율은 23일 장 초반 소폭 하락하고 있다.
2024-07-24,1,1,0,0.0,원/달러 환율은 24일 일본 엔화 강세에 하락 마감했다. 원/달러 환율은 24일 장 초반 소폭 상승했다.
2024-07-25,1,1,0,0.0,"원/달러 환율은 25일 위험선호 심리 위축에 상승했다. 원/달러 환율은 25일 장 초반 소폭 하락하고 있다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시5분 현재 전날 주간 거래 종가보다 0.1원 내린 1,383.7원에 거래되고 있다."
2024-07-26,1,0,0,1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시10분 현재 전날 주간 거래 종가보다 0.6원 하락한 1,384.8원에 거래되고 있다."
2024-07-29,2,0,0,1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율의 오후 3시 30분 종가는 전 거래일보다 3.9원 내린 1,381.9원을 기록했다. 미국 달러화 대비 원화 환율은 오전 9시 33분 현재 전 거래일 주간 거래 종가보다 1.4원 하락한 1,384.4원에 거래되고 있다."
2024-07-30,0,2,0,-1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율의 오후 3시 30분 종가는 전일보다 3.4원 오른 1,385.3원을 기록했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 12분 현재 전일 주간 거래 종가보다 1.9원 오른 1,383.8원에 거래되고 있다."
2024-07-31,2,0,0,1.0,"원/달러 환율이 31일 일본은행 통화정책 회의 결과를 소화하며 하락했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 22분 현재 전일 주간 거래 종가보다 2.5원 내린 1,382.8원에 거래되고 있다."
2024-08-01,2,0,0,1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율의 오후 3시 30분 종가는 전일보다 10.3원 내린 1,366.2원을 기록했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 28분 현재 전일 주간 거래 종가보다 8.4원 내린 1,368.1원에 거래되고 있다."
2024-08-02,0,2,0,-1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율의 오후 3시 30분 종가는 전일보다 5.0원 오른 1,371.2원을 기록했다. 서울 외환 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 26분 현재 전일 주간 거래 종가보다 7.9원 오른 1,374.1원에 거래되고 있다."
2024-08-05,1,1,0,0.0,"5일 원/엔 환율이 960원대로 작년 5월 이후 최고치를 기록했다. 원/달러 환율은 증시 급락에 낙폭을 모두 반납하고 상승 전환해 오름세를 보였다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 15분 현재 전 거래일 주간 거래 종가보다 8.5원 내린 1,362.7원에 거래되고 있다."
2024-08-06,1,0,1,0.5,"6일 원/달러 환율이 1,370원대 중반 보합권에서 마감했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 11분 현재 전 거래일 주간 거래 종가보다 2.8원 내린 1,372.0원에 거래되고 있다."
2024-08-07,0,2,0,-1.0,"7일 원/달러 환율이 엔화 약세에 연동해 소폭 상승 마감했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 11분 현재 전날 주간 거래 종가보다 0.1원 오른 1,375.7원에 거래되고 있다."
2024-08-08,0,2,0,-1.0,"8일 원/달러 환율이 1,370원대 후반 보합권에서 주간 거래를 마쳤다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 11분 현재 전날 주간 거래 종가보다 2.2원 오른 1,377.8원에 거래되고 있다."
2024-08-09,2,0,0,1.0,"9일 원/달러 환율이 국내 증시 회복과 엔·위안화 강세에 연동해 10원 넘게 급락했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 13분 현재 전날 주간 거래 종가보다 1.9원 내린 1,375.3원에 거래되고 있다."
2024-09-08,3,2,0,0.2,"6일 원 원/달러 환율은 장초반 하락세를 보이고 있고 6일 원/달러 환율은 장초반 하락세다. 5일 원/달러 환율은 주간거래에서 하락세였다. 5일 원/달러 환율은 장초반 하락세다. 4일 원/달러 환율은 주간거래에서 상승세를 보였다. 4일 원/달러 환율은 장초반 상승세인 미국 달러화 대비 원화 환율은 오전 9시 17분 현재 전일 주간거래 종가보다 0.6원 상승한 1,342.0원에 거래되고 있다."
2024-09-09,0,2,0,-1.0,"미국의 '빅컷' 기대감 약화에 9일 원/달러 환율이 10원 넘게 상승해 장중 1,340원까지 올랐다. 미국의 '빅컷' 기대감 약화에 9일 원/달러 환율이 상승 출발했다."
2024-09-10,0,2,0,-1.0,"10일 원/달러 환율이 1,340원대 중반으로 상승했다. 10일 원/달러 환율이 상승 출발해 1,340원대 중반까지 올랐다."
2024-09-11,1,1,0,0.0,"11일 원/달러 환율이 1,330원대로 하락했다. 11일 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 10분 현재 전 거래일 주간 거래 종가보다 0.2원 오른 1, 1, 1,343.9원에 거래되고 있다."
2024-09-12,1,1,0,0.0,"12일 원/달러 환율이 소폭 하락했다. 12일 원/달러 환율은 장초반 상승세다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 17분 현재 전날 주간거래 종가보다 3.0원 오른 1,342.0원이다."
2024-09-13,3,0,0,1.0,"13일 원/달러 환율이 추석 연휴 휴장을 앞두고 1,320원대로 급락했다. 13일 원/달러 환율이 하락 출발했다.이날 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 16분 현재 전 거래일 주간 거래 종가보다 5.9원 내린 1,332.8원을 기록하고 있다. 국제유가와 원/달러 환율이 내리면서 우리나라 수출입 물가도 나란히 하락했다."
2024-09-19,2,0,0,1.0,19일 원/달러 환율이 미국 기준금리 인하에도 소폭 하락하는 데 그쳤다. 원/달러 환율은 미국 기준금리 인하의 영향으로 19일 장 초반 소폭 하락세를 보이고 있다.
2024-09-20,0,2,0,-1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율의 주간거래 종가는 전날보다 0.1원 오른 1,329.1원을 기록했다. 원/달러 환율은 20일 장 초반 소폭 상승하고 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시15분 현재 전날 주간 거래 종가보다 0.2원 오른 1,329.2원에 거래되고 있다.서울서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시15분 현재 전날 주간 거래"
2024-09-23,0,2,0,-1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율의 주간 거래 종가는 전 거래일보다 6.8원 오른 1,335.9원을 기록했다. 미국 달러화 대비 원화 환율은 오전 9시 25분 현재 전 거래일 주간 거래 종가보다 5.1원 오른 1,334.3원에 거래되고 있다."
2024-09-24,2,0,0,1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율의 주간 거래 종가는 전일보다 1.0원 내린 1,334.9원을 기록했다. 원/달러 환율이 24일 장 초반 하락세다.서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 23분 현재 전일 주간 거래 종가보다 1.7원 내린 1,334.2원이다."
2024-09-25,2,0,0,1.0,"서울 외환시장에서 미국 달러화 대비 원화 환율의 주간 거래 종가는 전일보다 3.9원 내린 1,331.0원을 기록했다. 미국 달러화 대비 원화 환율은 오전 9시 27분 현재 전일 주간 거래 종가보다 8.3원 내린 1,326.6원이다."
2024-09-26,1,1,0,0.0,"서울 외환시장에서 미국 달러화 대비 원화 환율의 주간 거래 종가는 전일보다 3.8원 내린 1,327.2원을 기록했다. 원/달러 환율이 26일 장 초반 상승했다.서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 11분 현재 전일 주간 거래 종가보다 1.9원 오른 1,332.9원이다."
2024-09-27,2,0,0,1.0,"27일 원/달러 환율이 지난 3월 14일 이후 약 6개월 만에 최저 수준까지 떨어졌다. 원/달러 환율이 27일 장 초반 하락했다.서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 20분 현재 전일 주간 거래 종가보다 8.4원 내린 1,318.8원이다."
2024-09-30,2,0,0,1.0,"30일 원/달러 환율이 1,300원대로 떨어져 올해 1월 초 이후 최저 수준으로 하락했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 5분 현재 전 거래일 주간 거래 종가보다 8.0원 내린 1,310원대 후반에서 움직이고 있다."
2024-10-02,0,2,0,-1.0,"원/달러 환율은 2일 주간거래에서 10원 넘게 급등했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 16분 현재 전 거래일 주간 거래 종가보다 14.0원 오른 1,321.8원에 거래되고 있다."
2024-10-04,0,2,0,-1.0,"원/달러 환율이 4일 중동지역 지정학적 우려로 인한 위험 회피 심리로 1,330원대 중반으로 올라섰다. 원/달러 환율이 4일 중동지역 긴장감 지속, 위험 선호 둔화 등을 반영해 다시 1,330원대로 올라섰다."
2024-10-07,0,2,0,-1.0,"7일 원/달러 환율은 주간거래에서 1,340원 후반대에 거래됐다. 서울 외환 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시 17분 현재 전거래일 주간 거래 종가 대비 10.4원 상승한 1,344.1원에 거래되고 있다."
2024-10-08,1,1,0,0.0,8일 원/달러 환율이 주간거래에서 상승했다. 8일 원/달러 환율은 장초반 소폭 하락세다.
2024-10-10,1,0,0,1.0,10일 원/달러 환율은 장초반 소폭 하락세다.
2024-10-11,2,0,0,1.0,"11일 원/달러는 주간거래에서 하락세를 보였다. 11일 원/달러 환율은 장초반 소폭 하락세인 1,350.1원이다."
2024-10-14,0,2,0,-1.0,"14일 원/달러 환율이 1,350원 중반대까지 상승했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 오전 9시15분 현재 전 거래일 주간 거래 종가보다 2.9원 상승한 1,352.4원에 거래되고 있다."
2024-10-15,1,1,0,0.0,"원/달러 환율이 15일 글로벌 달러 강세 영향으로 상승해 1,360원 선을 넘어섰다. 미국 달러화 대비 원화 환율은 오전 9시10분 현재 전날 주간 거래 종가보다 1.8원 오른 1,357.7원에 거래되고 있다."
2024-10-16,0,2,0,-1.0,원/달러 환율은 16일 소폭 상승 마감했다. 서울 외환시장에서 미국 달러화 대비 원화 환율은 16일 장 초반 상승세를 나타내고 있다.
2024-10-17,0,1,0,-1.0,도널드 트럼프 전 미국 대통령이 미국 대통령선거에서 승리할 가능성이 높아지면서 ‘강달러’ 현상이 확산하는 것으로 평가했다.서울 외환시장에서 17일 오후 3시 30분 기준 미국 달러화에 대한 원화 환율은 전 거래일보다 6원 오른 1368.6원을 기록했다.
2024-10-18,0,2,0,-1.0,"미국 달러화 대비 원화 환율의 주간 거래 종가는 전날보다 1.1원 상승한 1,369.7원을 기록했다. 원/달러 환율은 18일 장 초반 1,370원대까지 상승했다."
2024-10-20,0,1,0,-1.0,"원/달러 환율이 이달 들어 다시 오름세를 보이면서 미국 달러 선물에 투자하는 미국 달러 선물에 투자하는 미국 달러 선물에 투자하는 상장지수펀드가 높은 수익률을 내고 있다.20일 연합인포맥스에 따르면 지난 18일 서울 외환시장에서 원/달러 환율의 주간 거래 종가는 1,369.70원을"
2024-10-21,1,0,0,1.0,원/달러 환율은 21일 장 초반 하락했다.
